"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","文献URL"
"特開2019-079462","特願2017-208044","2017/10/27","2019/05/23","自動運転車両","トヨタ自動車株式会社","G08G1/123@A,G01C21/34,B60W50/10,G08G1/00@X,B60W60/00","(57)【要約】
【課題】ドライバーが同乗しない自動運転車両を用いた<BR>送迎サービスを提供する場合において、目的地の近くに<BR>おいて詳細なドロップオフ地点を調整することのできる<BR>技術を提供する。
【解決手段】送迎車両は、算出距離が所定距離以下であ<BR>るか否かを判定する（ステップＳ１４）。ステップＳ１<BR>４の判定結果が肯定的である場合、送迎車両は、現在地<BR>の最寄りの停車可能地点を検索する（ステップＳ１５）<BR>。また、送迎車両は、この停車可能地点において一時停<BR>止処理を行う。そして、送迎車両は、認識装置から得ら<BR>れたドロップオフ地点の周辺状況の可視化処理を行い、<BR>タッチスクリーンに処理画像を表示する。ユーザは、タ<BR>ッチスクリーンを見て、詳細なドロップオフ地点を指定<BR>する（ステップＳ１６）。
【選択図】図２
","特開2019-079462","","特許6885298","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-079462/21CBE55310396BB35D9E541961940B3C49118BFACB5629439FD3149AE5B02ACA/11/ja"
"特開2019-079396","特願2017-207247","2017/10/26","2019/05/23","情報処理システム、情報処理装置、情報処理方法、及びプログラム","トヨタ自動車株式会社","G08G1/00@D,G07C5/00@Z,G08G1/09@F,G08G1/09@H,B60W40/09,G06Q30/02,350,G06Q50/10,G06Q30/0207,350","(57)【要約】      （修正有）
【課題】運転者の運転の安全性を適切に判断することが<BR>できる情報処理システム、情報処理装置、情報処理方法<BR>。及びプログラムを提供する。
【解決手段】情報処理システム１は、道路を走行する第<BR>１の車両の走行状況を示す走行情報を取得する走行情報<BR>取得部３０５と、第１の車両に第２の車両が接近したと<BR>きの走行情報を用いて、第１の車両を運転する運転者の<BR>１つ以上の運転操作を判定する判定部３０９と、判定部<BR>による判定結果を用いて、運転者の運転に関する安全性<BR>の評価を行う評価部３１０と、第１の所定期間における<BR>評価部による第１の評価結果を取得して、第１の所定期<BR>間より以前の第２の所定期間における評価部による第２<BR>の評価結果と比較し、比較結果に基づいて第２の評価結<BR>果を更新する更新部と、を有する。
【選択図】図３
","特開2019-079396","","特許7006132","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-079396/1AC007F5639E76A49E98EAEC5BA46944D4E565809F7294ED2A0B35496DFADA11/11/ja"
"特開2019-079375","特願2017-207110","2017/10/26","2019/05/23","移動体","アイシン精機株式会社","G05D1/08@Z,B62K5/05,B60W50/10","(57)【要約】
【課題】転倒可能性を高精度に予測できる移動体を提供<BR>する。
【解決手段】実施形態に係る移動体は、例えば、移動体<BR>であって、前記移動体が走行する空間の３次元情報を検<BR>知する第１の検知部と、前記移動体の状態を検知する第<BR>２の検知部と、前記検知された３次元情報に対応した仮<BR>想空間における仮想路面の形状と前記検知された移動体<BR>の状態とに基づいて、前記移動体に対応した仮想移動体<BR>を前記移動体の前記路面上の走行より先行させて前記仮<BR>想空間内の前記仮想路面上で走行させた場合における前<BR>記仮想移動体の転倒可能性を予測し、予測された転倒可<BR>能性に応じた制御を行う制御部とを含む。
【選択図】図４
","特開2019-079375","","特許7035448","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-079375/70484771615EA0E467972B2536A3571EEC6E0FAF43DDA3C563F8DC5A7953D745/11/ja"
"特開2019-079164","特願2017-204214","2017/10/23","2019/05/23","電子装置","アルパイン株式会社","G08G1/16@A,B60W50/14,B60W40/04,B60W40/06,B60W30/00,G08G1/00@J,B60W60/00","(57)【要約】
【課題】  自動運転時、外部からの影響により自車に変<BR>化が生じる事象が起こり得る場合には、その事象または<BR>事象の発生を通知する機能を備えた電子装置を提供する<BR>。
【解決手段】  車載装置１００は、道路上の障害物や他<BR>車両などの自車の外部に存在する外部情報を取得する外<BR>部情報取得部３１０と、自車の走行に関する走行情報を<BR>取得する走行情報取得部３２０と、外部情報および走行<BR>情報に含まれる運転行動要因に基づき自車が取るべき運<BR>転内容を決定する運転内容決定部３３０と、自車の走行<BR>中に外部からの影響により自車に変化が生じる事象の発<BR>生を予測する事象発生予測部３４０と、予測された事象<BR>が運転内容を変更させるか否かを判定する運転内容遷移<BR>判定部３５０と、運転内容に変更が生じないと判定され<BR>たとき事象を通知する事象通知部３６０とを有する。
【選択図】  図３
","特開2019-079164","","特許7103730","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-079164/86808E9C56EAFC1114144BAC526CF0250FD42FD9B40AEC22A061F633C76C1401/11/ja"
"特開2019-079150","特願2017-204039","2017/10/20","2019/05/23","危険予兆判定装置、危険予兆判定システム、車両、およびプログラム","オムロン株式会社","G08G1/16@F,B60K28/02,B60W30/08,B60W50/14,B60W40/08,G08G1/16@C,G08G1/00@D","(57)【要約】
【課題】危険の予兆を判定することのできる技術を実現<BR>すること。
【解決手段】ドライバ（２００）の首振り角度を含む挙<BR>動を取得する挙動取得部と、ドライバ（２００）の挙動<BR>を参照して、危険の予兆を判定する危険予兆判定部（７<BR>）と、危険の予兆の判定結果を出力する出力部（１５）<BR>と、を備えていることを特徴とする危険予兆判定装置（<BR>１）。
【選択図】図１
","特開2019-079150","","特許6678147","拒絶2018-009783","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-079150/1CC814C8068C2B26D1809267E6CF99C8A4F4F3ACB79A52E9C88770F64E8C87A4/11/ja"
"特開2019-079085","特願2017-202970","2017/10/19","2019/05/23","運転支援装置","アイシン精機株式会社","G08G1/16@F,B60R21/00,621@C,B60R21/00,622@F,B60R21/00,624@C,B60R21/00,624@G,B60W40/08,G10L15/00,200@Q,G08G1/16@C","(57)【要約】
      
【課題】運転者が対象としている物体が地図情報に含ま<BR>れない動的な物体であっても該物体を特定可能な運転支<BR>援装置を提供する。
【解決手段】本発明の運転支援装置は、第１の取得部と<BR>、第２の取得部と、音声入力受付部と、制御部と、を備<BR>える。第１の取得部は、移動体の運転者の状態を示す状<BR>態情報を取得する。第２の取得部は、記移動体の位置を<BR>示す位置情報、地図情報、および、移動体の周辺の物体<BR>を検出するための周辺物体検出部により検出された情報<BR>に基づく、移動体の周辺の３次元的な情報を取得する。<BR>音声入力受付部は、運転者の発話を受け付ける。制御部<BR>は、状態情報、移動体の周辺の３次元的な情報、および<BR>、運転者の発話に基づいて、運転者が対象としている物<BR>体を示す対象物体を特定する。
【選択図】図４
","特開2019-079085","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-079085/446972290E78CC98823E8EE71B99089A540EE268187EB0BC55A2027AB666E98B/11/ja"
"特開2019-078231","特願2017-206428","2017/10/25","2019/05/23","車両","トヨタ自動車株式会社","F02D29/02,321@A,B60W10/06,900,B60W10/08,900,B60W20/00,900,B60W30/16,B60W30/17,B60W50/14,B60W10/06,B60L11/14,B60L50/16","(57)【要約】
【課題】交通状況に応じて適切に内燃機関を再始動させ<BR>て燃費の悪化を抑制する。
【解決手段】内燃機関１と、自車両と先行車両との車間<BR>が拡がるほど大きくなる車間に関するパラメータを含む<BR>、先行車両に関連する先行車両情報を取得する先行車両<BR>情報取得装置２と、内燃機関１を制御する電子制御ユニ<BR>ット３と、を備える車両１０であって、電子制御ユニッ<BR>ト３は、予め設定された機関停止条件の成立時に内燃機<BR>関１を自動的に停止させるアイドルストップを実施し、<BR>アイドルストップ中に前記パラメータが第１所定値以上<BR>になったときは、先行車両が減速又は停車していればア<BR>イドルストップを継続させ、先行車両が加速しているか<BR>、又は等速で走行していれば内燃機関１を自動的に再始<BR>動させるように構成される。
【選択図】図１
","特開2019-078231","","特許6874639","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-078231/75672B4C260E3607B26E502A0E6BDD6E582DD3C59773E7C888F3C0287C0D03D3/11/ja"
"特開2019-077427","特願2018-078402","2018/04/16","2019/05/23","車両制御装置、インタフェース装置、およびコンピュータ","株式会社デンソー","B60W50/10,B60W50/14,B60W30/08,B60W40/02,G08G1/16@C,B60W60/00","(57)【要約】
【課題】車両の走行状態を制御するように構成された車<BR>両制御装置において、不必要な介入操作を抑制しつつ、<BR>安全な運用ができる車両制御装置を提供する。
【解決手段】車両制御装置は、自動運転制御部１１３と<BR>、出力処理部１１４と、入力処理部１１５と、を備える<BR>。自動運転制御部１１３は、車両の自動運転についての<BR>制御内容を設定し、該制御内容に従って車両を制御する<BR>ように構成される。出力処理部１１４は、制御内容を車<BR>両の運転者に通知するための出力を行うように構成され<BR>る。入力処理部１１５は、通知に対する運転者の応答を<BR>受け付けるように構成される。自動運転制御部１１３は<BR>、応答に応じて、走行制御部に制御内容を継続させるか<BR>、或いは走行制御部に他の制御内容を設定させるか、を<BR>選択して設定するように構成される。
【選択図】図１
","特開2019-077427","","特許7159600","拒絶2022-012906","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-077427/6322EBAB98215C04B7CC0F00B161EBD6AC0A132F203186BD50BBDA8D51EC8FE4/11/ja"
"特開2019-077354","特願2017-206224","2017/10/25","2019/05/23","車両操作システム、車両操作方法、およびプログラム","本田技研工業株式会社","B62D1/16,B62D1/181,B62D1/183,B60K28/10@Z,B60T7/00@A,B60T7/04@A,B60W50/08,G05G1/08@A,G05G1/30@E,G05G25/00@Z,B60W60/00","(57)【要約】
【課題】自動運転中における車室内のスペースを拡大す<BR>ると共に、乗員の操作の介入をも実現可能な車両操作シ<BR>ステム、車両操作方法、およびプログラムを提供するこ<BR>と。
【解決手段】車両の加減速または操舵に対する乗員の操<BR>作を受け付ける運転操作子（３０２）と、車両において<BR>実行される自動運転の実行状態に基づいて、運転操作子<BR>の保持機構（３０３）の状態の変更を伴って運転操作子<BR>が収納されるように保持機構を制御する制御部（３０１<BR>）と、を備える、車両操作システム（３００）である。
【選択図】図１
","特開2019-077354","","特許6657160","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-077354/EDCD2A68E4AE3472740DEE69DA8CDB08172E791591D67E9E005DCF1100686294/11/ja"
"特開2019-077302","特願2017-205122","2017/10/24","2019/05/23","表示制御装置、表示システム及び表示制御方法","クラリオン株式会社","B60W50/14,B60R21/00,624@F,B60R1/00@A,B60W40/04,B60W30/182,B60W40/06,G08G1/16@C,B60W60/00,B60R1/20,B60R21/00,991","(57)【要約】
【課題】ドライバが情報過多状態に陥ることを防止又は<BR>抑制することのできる表示制御装置、表示システム及び<BR>表示制御方法を提供する。
【解決手段】自車両１０に取り付けられたカメラ５０に<BR>より自車両１０の一部を含む後側方を撮像して得られた<BR>実画像に基づいて、自車両１０の走行車線と走行車線に<BR>隣接する隣接車線とを仕切る白線部を検出する白線検出<BR>部１０１と、白線検出部１０１で検出された白線部に基<BR>づいて描かれる白線画像と自車両１０を簡略化した自車<BR>簡略画像とからなる全体簡略画像を表示部７０に表示す<BR>る制御を行う表示制御部１０３と、を有する。
【選択図】図２
","特開2019-077302","","特許7063571","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-077302/84769B32EEAF49B9442208DE60F935EA5F0E13FCF886ABAC6F795BA52749A5F9/11/ja"
"特開2019-077290","特願2017-204844","2017/10/24","2019/05/23","車両制御装置","マツダ株式会社","B60W30/10,B62D6/00,B60W40/04,B60W30/095,B60W40/08,G08G1/16@C,B62D101:00,B62D117:00","(57)【要約】      （修正有）
【課題】様々なモードでの運転支援が実行されている状<BR>態において、運転者に違和感を与えにくい車両制御装置<BR>を提供する。
【解決手段】車両制御装置は、周辺物標検出部10bと、<BR>車両の目標走行経路を算出する目標走行経路算出部10c<BR>と、この目標走行経路を補正した補正走行経路を算出す<BR>る補正走行経路算出部10fと、を有し、補正走行経路算<BR>出部は、周辺物標検出部によって回避すべき周辺物標が<BR>検出された場合において、周辺物標に対して車両が走行<BR>可能な許容相対速度の上限ラインを設定するように構成<BR>されていると共に、上限ライン、所定の評価関数及び所<BR>定の制約条件に基づいて補正走行経路を算出するように<BR>構成され、補正走行経路算出部は、運転者の意志による<BR>現在の運転状況が継続された場合における推定走行経路<BR>を中心とする、自車幅よりも外側の領域を、制約条件と<BR>して備えている。
【選択図】図２
","特開2019-077290","","特許6573222","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-077290/B211A2459D4D4A297884667E24B6FDD86B6C713AB87097251EFA9AB7FE157D73/11/ja"
"特開2019-077228","特願2017-203522","2017/10/20","2019/05/23","車両用ブレーキ装置","いすゞ自動車株式会社","B60T13/36,B60K28/06,B60T13/68,B60T17/04@Z,B60W50/10,B60W50/02,B60T7/14,G08G1/16@F","(57)【要約】
【課題】ドライバーが異常状態に陥って車両を緊急停止<BR>させる際、車両が緊急停止することを前もって同乗者に<BR>確実に認識させること。
【解決手段】ブレーキ装置１が、信号用流体の圧力を第<BR>１の圧力Ｐｒ１に減圧する第１の減圧弁２１Ａと、信号<BR>用流体の流路を閉状態から開状態に切り替える第１の流<BR>路切替弁２３Ａと、を備える第１の流体圧供給系統Ａと<BR>、信号用流体の圧力を第１の圧力Ｐｒ１よりも高い第２<BR>の圧力Ｐｒ２に減圧する第２の減圧弁２１Ｂと、信号用<BR>流体の流路を第１の流路切替弁２３Ａよりも遅れて閉状<BR>態から開状態に切り替える第２の流路切替弁２３Ｂと、<BR>を備える第２の流体圧供給系統Ｂと、を備える。
【選択図】図１
","特開2019-077228","","特許6933083","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-077228/BA184A257335D3CF91DC2DEBCA78874C6157B9A80413D62AAF160C40A3D0D05E/11/ja"
"特開2019-077211","特願2017-203201","2017/10/20","2019/05/23","車両用制御装置","株式会社デンソー","B60W30/00,G01C21/34,B60W50/08,B60W50/14,B60L15/20@J,B60L11/18@A,B60L3/00@S,G08G1/09@V,G08G1/0968@A,B60W60/00,B60L50/16,B60L50/61,B60L58/12,B60L50/60","(57)【要約】
【課題】車両が設定された予定ルートを走行する際に、<BR>極力、ユーザの手間をかけずに、予定ルートの状況に適<BR>した態様で車載装備を制御することが可能な車両用制御<BR>装置を提供する。
【解決手段】予定ルートが決定されると、制御計画立案<BR>部が、予定ルートの状況に基づいて、車載装備の制御計<BR>画を立案する。このため、車載装備を、予定ルートの状<BR>況に適した態様で制御するように制御計画を立案するこ<BR>とができる。さらに、車両が予定ルートの走行を開始す<BR>ると、車載装備制御部が、立案された制御計画に従って<BR>車載装備を制御する。このため、極力、ユーザの手間を<BR>かけずに、車載装備の制御を実行させることが可能とな<BR>る。
【選択図】図１
","特開2019-077211","","特許7180065","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-077211/D082D2187B1FCF6FEEB4AE2B8331FBCC93CC1752DDD0F5AE47296A83D3102776/11/ja"
"再表2019/093061","特願2019-552673","2018/10/11","2019/05/16","自車両の運転手を支援するための方法および装置","日立オートモティブシステムズ株式会社","B60W30/10,B60W50/14,G08G1/16@D","(57)【要約】
  本開示は、自車両の周囲において他車両を検出するよ<BR>うに構成された１つ以上のセンサを有する前記自車両の<BR>運転手を支援する方法および装置であって、前記方法は<BR>、前記自車両が走行している現在の車線から対象車線へ<BR>変更する車線変更動作が実行される場合に前記自車両の<BR>運転支援制御部によって実行され、前記方法は前記自車<BR>両の前記１つ以上のセンサによって検知される利用可能<BR>な検知領域を決定し、前記自車両の前記運転支援制御部<BR>による前記車線変更動作の自動制御または半自動制御を<BR>実行するために必要な検知領域を決定し、前記決定され<BR>た利用可能な検知領域と前記決定された必要な検知領域<BR>との比較結果に基づいて前記自車両の前記車線変更動作<BR>を制御することを含む。
","WO2019/093061","","","","再表2019/093061","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-093061/BA9622A01D718A225D8183C3DE0CAAC6308F1A02DADBFDEDCBDDA69DD4A8011A/19/ja"
