"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","文献URL"
"特開2022-075801","特願2022-038042","2022/03/11","2022/05/18","触覚による操縦誘導システム","ハーマン　インターナショナル　インダストリーズ　インコーポレイテッド","G06F3/01,560,G08G1/09@V,B60W50/16","(57)【要約】
【課題】好適な触覚による操縦誘導システムを提供すること。
【解決手段】触覚出力を介して乗物の態様を調整するようにユーザーを導くためのシステ<BR>ム。システムは、乗物装置の付近に配置され、制御信号に応答して触覚出力を生成するよ<BR>うに構成された１つ以上の触覚出力装置を含む。システムは、１つ以上の触覚出力装置に<BR>結合されたプロセッサを更に含む。プロセッサは、乗物装置に関連したパラメータを調整<BR>すべきであると判定し、当該判定に応答して、１つ以上の触覚出力装置に制御信号を送信<BR>するように構成されている。
【選択図】なし
","特開2022-075801","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-075801/3CD1AF1231EC0BEDBCA61083E7EFF9FA31BA69521CD3A532B58409DBD5A41CB9/11/ja"
"特開2022-075212","特願2020-185855","2020/11/06","2022/05/18","移動体搭載映像装置","トヨタ自動車株式会社","G08G1/16@F,B60W40/08","(57)【要約】
【課題】運転手以外の乗員である同乗者がユーザとして<BR>ＨＭＤを装着した場合でも、移動体の安全性をより確実<BR>に確保できる移動体搭載映像装置を提供する。
【解決手段】移動体搭載映像装置１０は、前記ユーザ１<BR>１０の視界を覆った状態で前記ユーザ１１０に映像を提<BR>供するＨＭＤ１２と、前記ユーザ１１０からの操作を受<BR>け付ける入力装置１６と、前記ＨＭＤ１２の表示を制御<BR>する表示コントローラ１４と、運転手１０２の状態を監<BR>視する監視装置１８と、を備え、前記表示コントローラ<BR>１４は、前記監視装置１８により前記運転手１０２が適<BR>切に運転できない非常状態であると判断された場合には<BR>、前記ＨＭＤ１２を介して運転席からみた視界と同等の<BR>運転環境映像６２を前記ユーザ１１０に提供するととも<BR>に、前記入力装置１６の操作を車両１００の緊急停止の<BR>ための操作として受け付ける、代替運転処理を実行する<BR>。
【選択図】図２
","特開2022-075212","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-075212/2FF328BF8BD6C1514F21BE6C859735667F0A04A23D8EAAEC136435A0824F566C/11/ja"
"特開2022-074918","特願2020-185351","2020/11/05","2022/05/18","情報報知装置、移動体、及び情報報知方法","本田技研工業株式会社","B60W50/14,B60W40/02,G01C21/26@C,G01C21/34,G08G1/0969","(57)【要約】
【課題】移動した第１特定箇所に関する特定箇所情報を<BR>使用者に提供し、到達推定時間内に、第１特定箇所に関<BR>連する追加情報の報知を終了することが可能か否かを判<BR>定し、判定結果に応じて、使用者に対する追加情報の要<BR>否確認および追加情報の報知を行うか否の処理を変更す<BR>ること。
【解決手段】情報報知装置は、第１特定箇所に関する追<BR>加情報の報知に要する報知時間が到達推定時間より短い<BR>場合に、特定箇所情報を報知した後に追加情報の要否を<BR>使用者に確認し、使用者からの要求が入力された場合に<BR>、追加情報を報知し、報知時間が到達推定時間より長い<BR>場合に、追加情報の要否の確認を行わず、かつ、追加情<BR>報の報知を行わない。
【選択図】図３
","特開2022-074918","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-074918/6B9A2D5BC92CB324E23A34736C96DE7267166A44DEA2EBEDD940334A23FFD8B1/11/ja"
"特開2022-074653","特願2020-184879","2020/11/05","2022/05/18","車両制御システムおよび車両制御装置","三菱電機株式会社","B60W50/02,B60W30/06,B60W50/10,B60R99/00,360,G08G1/16@A","(57)【要約】
【課題】本開示は、車両に追加のセンサを搭載すること<BR>なく、遠隔操作端末に障害が発生した場合に的確に自動<BR>駐車制御を強制停止させることを目的とする。
【解決手段】車両制御装置６は、車両のドアの開放動作<BR>、および車両のドアミラーの開閉動作の少なくともいず<BR>れか一方を含む強制停止動作を検知する検知部３と、車<BR>両の自動駐車制御を実施する制御部５と、遠隔操作端末<BR>２から開始指令を受信すると制御部に自動駐車制御を行<BR>わせ、遠隔操作端末２から中止指令を受信すると制御部<BR>５に自動駐車制御を中止させる演算部４と、を備える。<BR>演算部４は、制御部５が自動駐車制御を行っている間に<BR>、検知部３が強制停止動作を検知すると、遠隔操作端末<BR>２から中止指令を受信しなくても制御部５に自動駐車制<BR>御を中止させる。
【選択図】図１
","特開2022-074653","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-074653/15A03FBB288879180231CA1FE07F8CED70E64D9C8FD753462C30842D54091A26/11/ja"
"特開2022-074193","特願2020-184032","2020/11/03","2022/05/18","乗員検知システム","株式会社デンソー","A61B5/18,A61B5/16,130,B60W50/10,B60W60/00,B60W50/14","(57)【要約】
【課題】ドライブ中に乗員の状態変化が発生した場合で<BR>あっても、乗員の快適性をできるだけ保ちながら、状態<BR>変化に対する適切な処置対応を可能とする乗員検知シス<BR>テムを提供する。
【解決手段】車両１０の乗員２０を検知する乗員検知シ<BR>ステムであって、乗員は、運転者および２名以上の同乗<BR>者を含む複数の乗員であり、複数の乗員の属性および状<BR>態を検出する検出部１１０と、検出部で、複数の乗員の<BR>うち、いずれかの乗員の状態変化を検出すると、他の乗<BR>員の属性、状態に基づき、状態変化に対して処置すべき<BR>乗員を選出して、処置すべき乗員に対して、処置に関す<BR>る指示を行う指示制御部１６０と、を備える。
【選択図】図２
","特開2022-074193","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-074193/C3882155EFE831B461B5DFE4AAF4461CBD7DC7E917286BFF6DD9C7DDF52C36E7/11/ja"
"特開2022-073990","特願2021-162049","2021/09/30","2022/05/17","制御装置、移動体の駆動システム、及びプログラム","株式会社デンソー","B60W30/18,B60W50/10","(57)【要約】
【課題】移動体定数情報によるドラビリの向上を実現で<BR>きる制御装置、移動体の駆動システム、及びプログラム<BR>を提供すること。
【解決手段】制御装置は、移動体操作におけるユーザの<BR>操作量及び操作設定値の少なくとも一方である操作パラ<BR>メータを検出し、操作パラメータに基づいた所定の駆動<BR>量で移動体を構成する駆動部を駆動する駆動システム１<BR>００に適用される。制御装置は、操作パラメータに基づ<BR>く駆動量を設定するための移動体定数情報を記憶する記<BR>憶部１３，８３と、移動体定数情報又は移動体定数情報<BR>に関する情報であって、ユーザにより入力される定数情<BR>報を取得する定数情報取得部１１，８１と、定数情報に<BR>基づいて、記憶部に記憶された移動体定数情報を更新す<BR>る更新部１１，８１と、を備える。
【選択図】      図１
","特開2022-073990","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-073990/358988BA96A0F40C16F478FA143C9F6F563D8B4D626D603DDEF5EB9C0EE686EE/11/ja"
"特開2022-073907","特願2021-074034","2021/04/26","2022/05/17","走行制御装置、走行制御方法、および走行制御プログラム","株式会社Ｊ－ＱｕＡＤ　ＤＹＮＡＭＩＣＳ,株式会社アイシン","B60W30/09,B60K35/00@A,B60W50/14,G08G1/16@C","(57)【要約】
【課題】制御装置によっては走行の可否判定が困難であ<BR>るときに、的確な走行の可否判定をすることができるよ<BR>うにした走行制御装置を提供する。
【解決手段】ＣＰＵは、自車両の走行方向前方に障害物<BR>がある場合など、自動運転による走行可能な条件が満た<BR>されなくなる場合、走行を中断し車両を一時停止する。<BR>ＣＰＵは、一時停止後、所定時間が経過すると、ヘッド<BR>アップディスプレイを操作して、走行可能条件を満たさ<BR>なくなった要因となる物体を囲むマーキングＭＫを表示<BR>する。ＣＰＵは、運転者の視線入力を監視し、視線がマ<BR>ーキングＭＫに向けられている場合には、走行の意思が<BR>ないと判定する一方、視線が走行可能な車線に向けられ<BR>る場合には、走行が可能と判定し、車両を発進させる。
【選択図】図６
","特開2022-073907","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-073907/466037C79C31CC6AA0C864EF309D79EAEF9A71CB18E9ADD28E25E2C7869F4A65/11/ja"
"特開2022-073761","特願2020-183953","2020/11/02","2022/05/17","車両運転システム","オートリブ　ディベロップメント　エービー,パナソニック株式会社,株式会社ＳＵＢＡＲＵ","B60W50/02,B60W40/08,B60W30/14,B60W50/04,B60W50/14,B62D1/06","(57)【要約】
【課題】保舵または非保舵を正確に検知することができ<BR>る車両運転システムを提供する。
【解決手段】車両運転システム１１は、ステアリング１<BR>２に設けられ、静電容量の変動を測定するタッチセンサ<BR>１２５と、タッチセンサ１２５から入力される情報に基<BR>づいて、保舵または非保舵であるかを判定するステアリ<BR>ングＥＣＵ１４と、を具備する。更に、ステアリングＥ<BR>ＣＵ１４は、タッチセンサ１２５の故障前に生じる静電<BR>容量の変動である第１の変動を検知した場合には、その<BR>後は、タッチセンサ１２５からステアリングＥＣＵ１４<BR>に入力される情報が保舵を示すものであっても、非保舵<BR>と判定する。
【選択図】図３
","特開2022-073761","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-073761/947C2F16781A3B17497D31884A7956EE9BC3213FF33A8746DCF499F58F38723D/11/ja"
"特開2022-072834","特願2020-182489","2020/10/30","2022/05/17","制動制御装置","株式会社アドヴィックス","B60T8/17@C,B60T8/1761,B60T8/1755@Z,B60L7/24@Z,B60W30/02,B60W40/10,B60W40/09,B60W40/06","(57)【要約】
【課題】車両の制動時における車体姿勢を制御できる制<BR>動制御装置を提供する。
【解決手段】制動制御装置１００は、車軸１１Ｆ，１１<BR>Ｒに摩擦制動力を付与する液圧制動装置３０と、車輪Ｆ<BR>Ｒ，ＦＬ，ＲＲ，ＲＬに回生制動力を付与する回生制動<BR>装置４０と、を備える車両１０に適用される。制動制御<BR>装置１００は、車体姿勢の目標である目標車体姿勢に基<BR>づいて、車両１０に付与する制動力を車輪制動力と車軸<BR>制動力とに配分するための配分比率を調整することによ<BR>り車体姿勢を制御する。
【選択図】図１
","特開2022-072834","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-072834/1DB1D449480BD3F810605E80D8DAD6D9D60AA9D896A2D9639730A36B9231429A/11/ja"
"特開2022-072324","特願2020-181687","2020/10/29","2022/05/17","運転制御方法、及び、運転制御装置","日産自動車株式会社","B60W50/14,B60W60/00,G08G1/16@C","(57)【要約】
【課題】運転モードが、運転支援レベルがより低い運転<BR>モードに切り替わった後に、再び、元の運転モードに自<BR>動的に復帰することができる時間を乗員に提示すること<BR>ができる運転制御方法、及び、運転制御装置を提供する<BR>。
【解決手段】運転制御装置１００は、第１運転モードと<BR>、第１運転モードよりも運転支援レベルが低い第２運転<BR>モードとを用いて自車両２０の運転を制御し、自車両２<BR>０の運転モードが第１運転モードから第２運転モードに<BR>切り替わったタイミングを起点として、運転モードが第<BR>１運転モードに自動的に切り替わることが可能な時間で<BR>ある自動復帰可能時間を設定し、自動復帰可能時間が経<BR>過するタイミングまでの残り時間のカウントダウンを示<BR>す情報をユーザインタフェース１６に出力する。
【選択図】  図３
","特開2022-072324","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-072324/F4933FC4280C1F159DFF7E9AFBBA13CA7AE3EDCEFF2A13410890064325E5A4AB/11/ja"
"特開2022-072323","特願2020-181686","2020/10/29","2022/05/17","車両制御装置、車両制御方法、およびプログラム","本田技研工業株式会社","B62D6/00,G08G1/16@C,B62D5/04,B60W30/12,B60W50/08,B60W40/06,B62D113:00,B62D117:00,B62D119:00","(57)【要約】
【課題】より乗員の意図を反映した挙動を発生させるこ<BR>とができる車両制御装置、車両制御方法、およびプログ<BR>ラムを提供すること。
【解決手段】車両と車線との位置関係を取得する取得部<BR>と、前記位置関係に基づいて、前記車両の操舵装置に含<BR>まれるアクチュエータに、前記車両に車線内を走行させ<BR>るための力を、上限値を超えない範囲で出力させる車線<BR>内走行制御を行う制御部と、前記車両の乗員による操舵<BR>操作を受け付ける操作子に対して入力があったことに応<BR>じて、前記上限値を変更する上限値調整部と、を備える<BR>車両制御装置。
【選択図】図２
","特開2022-072323","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-072323/8FBA8F5EE0DDF1ED5D8919A828D9C5B197ADF3B9F11C0ED55278D23FC360CBB2/11/ja"
"特開2022-072299","特願2020-181661","2020/10/29","2022/05/17","車両用表示装置","本田技研工業株式会社","B60K35/00@Z,B60W50/10,B60W60/00,G01C21/26@A,G09B29/10@A","(57)【要約】
【課題】乗員が見やすいように右左折や車線変更の表示<BR>を行う。
【解決手段】少なくとも車両の操舵を伴う自動運転を行<BR>う車両制御部を有する車両用の表示装置が提供される。<BR>この表示装置の表示領域は、車室内の前部座席に対向し<BR>て、運転席の前方から助手席の前方まで車幅方向に延在<BR>し、進行方向を車内に表示する進行方向表示部を含む。<BR>表示装置は、方向指示器が運転者により操作された場合<BR>には、操作に応じた進行方向を前記運転席の正面の進行<BR>方向表示部に表示し、車両制御部が主体で車両が制御さ<BR>れている場合には、進行方向を車両中央部の進行方向表<BR>示部に表示する。
【選択図】図４
","特開2022-072299","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-072299/B69EF7709EE07FD2824A8352D0FBB9A9D9B2DB2FD7B821BAFAC29837C2887A13/11/ja"
"特開2022-072094","特願2020-181341","2020/10/29","2022/05/17","情報処理装置及び情報処理方法","日産自動車株式会社","B60W30/06,B60W40/02,B60W50/14,G08G1/14@A,G01C21/36,G16Y10/40,G16Y20/20,G16Y40/20","(57)【要約】
【課題】駐車に影響を及ぼし得る種々の要因を考慮して<BR>駐車可否を判定することが可能な情報処理装置及び情報<BR>処理方法を提供する。
【解決手段】情報処理装置及び情報処理方法は、車両の<BR>駐車場での駐車に失敗した要因を示す要因データに基づ<BR>いて、失敗した要因が変動要因であるか否かを判定し、<BR>要因が変動要因ではないと判定した場合、当該駐車場で<BR>の駐車が推奨されないと判定する。
【選択図】図１
","特開2022-072094","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-072094/23D1515601EB66E2472349BC8B6116EE38C119616E23F4AA10ACCDA4A942BD80/11/ja"
"特開2022-071969","特願2020-181127","2020/10/29","2022/05/17","駐車支援装置及び駐車支援方法","クラリオン株式会社","B60W30/06,B60W50/14","(57)【要約】
【課題】障害物との衝突を回避して駐車位置まで安全に<BR>車両を走行させることができる駐車支援装置及び駐車支<BR>援方法を提供する。
【解決手段】自車両１Ａの周囲状況に基づき、自車両１<BR>Ａを駐車させる駐車位置Ｐｆを決定する駐車位置決定部<BR>１３４と、自車両１Ａを、現在位置Ｐ０から駐車位置Ｐ<BR>ｆまで移動させる移動経路である第１駐車経路ｒ１と、<BR>第１駐車経路ｒ１とは経路が異なる第２駐車経路ｒ２と<BR>を生成する経路生成部１３５と、経路生成部１３５が生<BR>成した第１駐車経路を示す画像、及び第２駐車経路ｒ２<BR>を示す画像を表示部６０に表示させる表示制御部１３６<BR>と、第１駐車経路ｒ１及び第２駐車経路ｒ２のいずれか<BR>一方が選択されると、選択された駐車経路に従って自車<BR>両１Ａを走行させる制御情報を生成する制御情報生成部<BR>１３７と、車両制御ユニット８０に、生成した制御情報<BR>を送信する通信制御部１３８と、を備える。
【選択図】図１
","特開2022-071969","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-071969/32AF631AC781F9ED15865790B37B254627A69EC18F48344C7BFF5C2B887463EA/11/ja"
"特開2022-071800","特願2021-020128","2021/02/10","2022/05/16","情報処理装置及び感情誘導方法","株式会社日本総合研究所","G01C21/26@A,B60W40/08","(57)【要約】
【課題】車両に搭乗する搭乗者の感情を好適に誘導する<BR>ことができる情報処理装置等を提供する。
【解決手段】情報処理装置１は、車両Ｃに搭乗する搭乗<BR>者Ｕの感情が目的地到着時に特定の感情となるように誘<BR>導するためのコンテンツであって、前記特定の感情に至<BR>る複数段階の感情夫々に対応する複数段階のコンテンツ<BR>を取得する第１取得部と、所定のセンシング機器ＳＭを<BR>用いて検出した前記搭乗者に関する検出情報を取得する<BR>第２取得部と、取得した前記検出情報に基づいて前記搭<BR>乗者の感情を推定する推定部と、前記車両に設けられた<BR>出力機器に、推定した前記搭乗者の感情に対応する段階<BR>の前記コンテンツを選択して出力する出力制御部とを備<BR>える。
【選択図】図１
","特開2022-071800","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-071800/44C136E26888720BECC67D3E5AC7946E6E6D0F47588C99A726567204F11CC3EB/11/ja"
"特開2022-071595","特願2020-180643","2020/10/28","2022/05/16","運転適正状態判定装置及び運転適正状態判定プログラム","株式会社ジェイテクト,株式会社豊田中央研究所","G08G1/00@D,G08G1/16@F,B60W50/08","(57)【要約】
【課題】ドライバの運転適正状態を精度よく判定する。
【解決手段】視行動取得部７６によって、車両のドライ<BR>バの視線の動きである視行動を表すデータを取得する。<BR>適正状態レベル算出部８６によって、ドライバの運転行<BR>動に関する複数の指標の各々について、運転行動予測モ<BR>デルを用いて、取得した視行動を表すデータから、指標<BR>の指標値を推定する。そして、適正状態レベル算出部８<BR>６によって、複数の指標の各々について、推定された前<BR>記指標値に基づいて、ドライバの運転適正状態を判定す<BR>る。
【選択図】図７
","特開2022-071595","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-071595/F70B27B3214B3F10EFD84DB2945AE580B8333959AC5816AB22FBC175AF701621/11/ja"
