"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","文献URL"
"特開2018-203214","特願2017-114594","2017/06/09","2018/12/27","駐車支援装置、駐車支援方法、運転支援装置、および運転支援方法","アイシン精機株式会社,本田技研工業株式会社","B60W30/06,B60R21/00,628@D,B60W50/10,H04N7/18@J,G08G1/16@C","(57)【要約】
【課題】駐車支援制御を開始する操作を直感的に分かり<BR>やすくかつ簡単にするインターフェースを提供すること<BR>。
【解決手段】実施形態による駐車支援装置は、車両に設<BR>けられる撮像部の撮像結果に基づいて、車両の周辺の状<BR>況を表す周辺画像を生成する周辺画像生成部と、車両が<BR>駐車可能な駐車領域を取得する駐車領域取得部と、タッ<BR>チパネルを含む表示装置に周辺画像を表示して、当該周<BR>辺画像上に、駐車領域を表す第１シンボルを表示する表<BR>示処理部と、タッチパネル上における第１シンボルに対<BR>応した位置がタッチされた場合に、第１シンボルで表さ<BR>れた駐車領域への駐車を支援する駐車支援制御を開始す<BR>る支援処理部と、を備える。
【選択図】図４
","特開2018-203214","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-203214/45DA0415A6685479C4D4FD4436A173055D5F2B85E942C95C5C02ABCDB70FD699/11/ja"
"特開2018-203180","特願2017-113670","2017/06/08","2018/12/27","移譲制御装置及び制御プログラム","株式会社デンソー","B60W50/08,G09B5/04,G09B9/05@E,B60W50/14,B60W40/08,B60W50/16,B60K35/00@A,G08G1/00@X,B60W60/00","(57)【要約】
【課題】運転操作を行う感覚をドライバが取り戻した状<BR>態で運転操作の制御権をドライバへ移譲させることを、<BR>より確実に可能にする。
【解決手段】ドライバの視線位置を特定する視線位置特<BR>定部２０４と、ドライバに運転操作の制御権を移譲しよ<BR>うとする場合に、視線位置特定部２０４で特定する視線<BR>位置に該当する道路上の位置に所定の設定時間後に車両<BR>が到達するための運転操作の目標を決定する目標決定部<BR>２０６と、目標決定部２０６で決定した運転操作の目標<BR>に合わせた運転操作を教示する教示表示を行わせる表示<BR>制御部２０３と、目標決定部２０６で決定した運転操作<BR>の目標と模擬操作受付部２０７で受け付けた模擬的な運<BR>転操作とのずれが運転感覚の未回復を示す閾値未満であ<BR>る場合にドライバへの運転操作の移譲を許可する復帰可<BR>否判定部２０９とを備える。
【選択図】図３
","特開2018-203180","","特許6946760","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-203180/C8FC48A825B28D68492DCF602F2CFF41DF028F12CC76D5309239C120FAF48EED/11/ja"
"特開2018-203173","特願2017-113599","2017/06/08","2018/12/27","車両の運転支援装置およびその方法","マツダ株式会社","B60W40/114,B60W10/00,132,B60W10/18,B60W10/20,B60W40/08,B60W30/09,B60W30/10,B60T7/12@B,G08G1/16@F,B60W60/00","(57)【要約】
【課題】目標経路への追従性を高めて目標経路から外れ<BR>ずに該目標経路上を自動運転すること。
【解決手段】
  車両１の前後方向に対して車両の幅方向にずれた所定<BR>の目標地点までの目標経路Ｒを設定する目標経路設定手<BR>段２４を備え、目標経路Ｒ上を減速しながら走行し目標<BR>地点Ｐｄで停止する、操舵を伴う運転を実行する構成と<BR>し、車両１のヨー時定数の変動が最小となるよう車両１<BR>の前後方向の減速度を制御する減速度制御手段２２を備<BR>えた。
【選択図】図１
","特開2018-203173","","特許6547791","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-203173/1BB7B3D6EEF02F177EE702364399B5A44E755E15AF7E4C22C966108744A5148C/11/ja"
"特開2018-203169","特願2017-113502","2017/06/08","2018/12/27","運転意識推定装置","トヨタ自動車株式会社","B60W40/08,G08G1/16@F,B60W60/00","(57)【要約】      （修正有）
【課題】運転者の運転意識を適切に推定することができ<BR>る運転意識推定装置を提供する。
【解決手段】自車両の運転者の運転意識を運転構え度と<BR>して推定する運転意識推定装置１００であって、自車両<BR>の外部センサの検出結果に基づいて、運転構え度の推定<BR>に利用される視認対象を認識する視認対象認識部１４と<BR>、運転者の視線を認識する運転者視線認識部１５と、運<BR>転者視線認識部の認識した運転者の視線に基づいて、視<BR>認対象に対する運転者の視認反応指標を演算する視認反<BR>応指標演算部１７と、視認反応指標に基づいて、運転構<BR>え度を推定する運転構え度推定部１８と、を備える。
【選択図】図１
","特開2018-203169","","特許6638701","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-203169/C25AA229C6AD8FB6DF4A262DAACCDDCB48FD595C439C4D760B588429F12AB26B/11/ja"
"特開2018-203119","特願2017-111923","2017/06/06","2018/12/27","操舵支援装置","トヨタ自動車株式会社","B62D6/00,B62D1/04,B60W30/12,B60W50/14,B60W30/10,B60W10/20,G08G1/16@C,B62D101:00,B62D111:00,B62D113:00,B62D119:00","(57)【要約】
【課題】  操舵支援制御の実行中はドライバに操舵ハン<BR>ドルを保持することを促すことによりドライバが操舵支<BR>援制御を過信することを抑制しつつ、車線変更支援制御<BR>によって適切に車線変更する。
【解決手段】  操舵支援装置は、車線維持支援制御（Ｌ<BR>ＴＡ）と車線変更支援制御（ＬＣＡ）とを実行する操舵<BR>支援制御手段１０、２０と、手放し継続時間が第１時間<BR>以上であるという第１手放し条件が成立しているか否か<BR>、及び、手放し継続時間が第１時間よりも短い第２時間<BR>以上であるという第２手放し条件が成立しているか否か<BR>、を判定する手放し判定手段１０を備える。操舵支援制<BR>御手段１０、２０は、ＬＴＡの実行中においては第２手<BR>放し条件の成立時に警告を行い、第１手放し条件の成立<BR>時にＬＴＡを停止し、ＬＣＡの実行中においては第２手<BR>放し条件の成立時に警告を行う一方で、手放し継続時間<BR>に関わらずＬＣＡの完了条件が成立するまでＬＣＡを継<BR>続する。
【選択図】  図６
","特開2018-203119","","特許6673299","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-203119/710E5B3D8F5615C4C67C5F2395BBB5D7D5A4AAAADC1E4D0FD20E4E5A7AFF902A/11/ja"
"特開2018-203099","特願2017-111685","2017/06/06","2018/12/27","操舵支援装置","トヨタ自動車株式会社","B62D6/00,B60R21/00,628@E,B60W30/12,B60W30/09,B60W50/14,G08G1/16@C,B62D101:00,B62D103:00,B62D109:00,B62D117:00,B62D119:00","(57)【要約】
【課題】  安全性および利便性を向上させる。
【解決手段】  運転支援ＥＣＵは、ＬＣＡを継続すると<BR>自車両に異常接近するおそれのある接近車両が検出され<BR>た場合、ＬＣＡを終了させるとともに、自車両のヨー角<BR>を素早くゼロに戻すヨー角戻し制御を実施する（Ｓ４２<BR>～Ｓ４４）。続いて、運転支援ＥＣＵ１０は、車線変更<BR>の完了間際であるか否かについて判定し（Ｓ４５）、完<BR>了間際でない場合には、自車両を元車線に戻すように操<BR>舵制御を行い（Ｓ４６）、完了間際である場合には、自<BR>車両の横速度がゼロに維持されるように操舵制御を行う<BR>（Ｓ４７）。
【選択図】  図７
","特開2018-203099","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-203099/1E3966EFCE3CAA5A90D676480EDE6052E3B881F52EED454642056E12C529D45F/11/ja"
"特開2018-203013","特願2017-110192","2017/06/02","2018/12/27","車両制御システム、車両制御方法、および車両制御プログラム","本田技研工業株式会社","B60R11/02@C,B60R11/02@B,B60W30/17,B60W50/14,G08G1/16@E,B60W60/00","(57)【要約】
【課題】より適切に所定の機器の機能を制御することが<BR>できる車両制御システム、車両制御方法、および車両制<BR>御プログラムを提供することを目的の一つとする。
【解決手段】所定速度以下で前走車両に追従して走行す<BR>る低速追従走行モードを含む複数の運転支援モードを切<BR>り替えて、運転支援を実行する制御部と、前記制御部に<BR>より前記低速追従走行モードが実行されている場合、使<BR>用されることによって運転者の視線が車両周辺から外れ<BR>る特定機能の使用規制を解除する機器制御部とを備える<BR>車両制御システムである。
【選択図】図１
","特開2018-203013","","特許6495971","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-203013/E6A78A276ECF332236FEE50FBD7A59E7EEB9BAF6F3FAD483F1CC98C800EA160B/11/ja"
"特開2018-203012","特願2017-110191","2017/06/02","2018/12/27","車両制御システム、車両制御方法、およびプログラム","本田技研工業株式会社","B60W50/14,G01C21/36,B60R16/02,660@B,B60W60/00","(57)【要約】      （修正有）
【課題】自動運転中において使用可能な機器の位置を直<BR>感的に視認させることができる車両制御システム、車両<BR>制御方法、およびプログラムを提供することを目的の一<BR>つとする。
【解決手段】車両制御システムにおいて、車両の自動運<BR>転を実行する自動運転制御部と、乗員の操作の受け付け<BR>、または前記乗員への情報の出力を行う複数の機器と、<BR>前記複数の機器のうち、前記自動運転制御部による自動<BR>運転の実行によって使用可能となった機器を前記乗員に<BR>通知する（Ｓ４０４）通知制御部とを備える。
【選択図】図２７
","特開2018-203012","","特許6508846","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-203012/E66C15B0F48D7AA3B91E83B831F3786EE0EB8AB4C9EA2B458D655951A0559975/11/ja"
"特開2018-203011","特願2017-110190","2017/06/02","2018/12/27","車両制御システム、車両制御方法、およびプログラム","本田技研工業株式会社","B60W50/14,B60R11/02@C,G08G1/16@C,B60W60/00","(57)【要約】      （修正有）
【課題】乗員に車両の挙動が変化するタイミングを把握<BR>し易くさせることができる車両制御システム、車両制御<BR>方法、およびプログラムを提供することを目的の一つと<BR>する。
【解決手段】車両制御システムにおいて、画像を表示す<BR>る表示部と、車両の自動運転を実行する自動運転制御部<BR>と、前記自動運転制御部により実行される前記車両の挙<BR>動の変化を伴うイベントの発生を示す画像を、前記車両<BR>の挙動が変化する前の第１のタイミングにおいて第１の<BR>表示態様で前記表示部に表示させ、前記第１のタイミン<BR>グよりも後のタイミングであって前記車両の挙動が変化<BR>する前の第２のタイミングにおいて前記画像を、前記第<BR>１の表示態様よりも前記車両の挙動の変化を強調した第<BR>２の表示態様で前記表示部に表示させる表示制御部と、<BR>を備える。
【選択図】図２１
","特開2018-203011","","特許6460425","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-203011/735CE1CE53CB5CEED3C4CB6AA591DD72FD145C9C216EAA4FE70C1B5910A49A82/11/ja"
"特開2018-203010","特願2017-110189","2017/06/02","2018/12/27","車両制御システム、車両制御方法、およびプログラム","本田技研工業株式会社","B60W50/14,B60W30/00,B60R11/02@C,B60W60/00","(57)【要約】
【課題】表示部に表示される画像の誤認を抑制すること<BR>ができる車両制御システム、車両制御方法、およびプロ<BR>グラムを提供することを目的の一つとする。
【解決手段】車両制御システムにおいて、画像を表示す<BR>る表示部と、異なる度合で運転支援を行う車両制御部と<BR>、前記運転支援の度合に関する画像に対応する表示位置<BR>で、乗員に要求される動作を示す画像を前記表示部に表<BR>示させる表示制御部と、を備える。
【選択図】図１
","特開2018-203010","","特許6508845","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-203010/FF54099DF343BE8FA42F0FC3918A2498E45F97BC695356AFC4635EB3B77C1E93/11/ja"
"特開2018-203009","特願2017-110188","2017/06/02","2018/12/27","車両制御システム、車両制御方法、およびプログラム","本田技研工業株式会社","B60W50/14,B60W50/10,G08G1/00@X,B60W60/00","(57)【要約】
【課題】乗員の状態に対応させた運転支援に関する情報<BR>を出力することができる車両制御システム、車両制御方<BR>法、およびプログラムを提供することを目的の一つとす<BR>る。
【解決手段】車両制御システムにおいて、運転支援を実<BR>行する運転支援制御部と、情報を出力する情報出力部と<BR>、車両の乗員による操作を受け付ける操作部と、前記操<BR>作部による操作が受け付けられた場合に、前記運転支援<BR>制御部による運転支援が開始可能であることを示す情報<BR>を、前記情報出力部に出力させる情報出力制御部と、を<BR>備える。
【選択図】図１
","特開2018-203009","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-203009/E2F5486ACAA476BCD968BB949FD456F23B7D12155503A7F346D3B62A7E3D5A72/11/ja"
"特開2018-203007","特願2017-110186","2017/06/02","2018/12/27","車両制御システム、車両制御方法、および車両制御プログラム","本田技研工業株式会社","B60W50/08,B60R21/00,624@G,B60W50/14,B60W50/10,B60W40/08,G08G1/16@E,B60W60/00,B60R21/00,991","(57)【要約】
【課題】自動運転の実施条件を乗員に認識させることが<BR>できる車両制御システム、車両制御方法、および車両制<BR>御プログラムを提供することを目的の一つとする。
【解決手段】車両制御システムは、運転操作子が乗員に<BR>より操作されたことを検出する第１検出部と、前記乗員<BR>の顔または視線の向きを検出する第２検出部と、第１自<BR>動運転モードと第２自動運転モードとを含む複数の自動<BR>運転モードのいずれかに、自動運転制御部が実行する自<BR>動運転モードを切り替える切替制御部と、を備え、前記<BR>切替制御部は、前記運転操作子が操作されず、且つ前記<BR>乗員の顔または視線の向きが第１角度範囲内であること<BR>を、前記第１自動運転モードの実行条件とし、前記運転<BR>操作子が操作されず、且つ前記乗員の顔または視線の向<BR>きが前記第１角度範囲よりも広い第２角度範囲内である<BR>ことを、前記第２自動運転モードの実行条件とする。
【選択図】図１
","特開2018-203007","","特許6795457","拒絶2020-014081","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-203007/19B50DFEECA99DC37816EEE29867D94A1FF2BD393EE03EFB4E75A83CFFE31624/11/ja"
"特開2018-202966","特願2017-109271","2017/06/01","2018/12/27","車両制御システム、車両制御方法、および車両制御プログラム","本田技研工業株式会社","B60W30/12,B60R21/00,624@F,B60R21/00,624@G,B60R21/00,627,B60R21/00,624@B,B60R21/00,624@C,B60R21/00,624@D,B62D6/00,B60W30/14,B60W40/072,B60W50/14,G08G1/16@C,B60R21/00,991,B60R21/00,992,B60R21/00,993","(57)【要約】
【課題】より自然に制御を切り替えることができる車両<BR>制御システム、車両制御方法、および車両制御プログラ<BR>ムを提供することを目的の一つとする。
【解決手段】車両制御システムは、道路の区画線を認識<BR>する認識部と、前記認識部により認識された区間線のう<BR>ち、自車両が走行する走行車線を区画する区画線に基づ<BR>いて、前記自車両を前記走行車線から逸脱しないように<BR>第１操舵制御を行う操舵制御部と、を備え、前記操舵制<BR>御部は、前記自車両の前方において、前記認識部により<BR>前記走行車線を区画する区画線が認識されない場合、ま<BR>たは前記区画線の認識の度合いを示す指標値が閾値未満<BR>の場合、前記第１操舵制御を制限し、前記自車両の直進<BR>時の舵角を基準とした所定角度の範囲で目標舵角を決定<BR>し、前記決定した目標舵角で第２操舵制御を行う。
【選択図】図１
","特開2018-202966","","特許6543828","拒絶2019-005012","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-202966/F4F6A41603AAD13D027E58BBB90C9898EA65A596017F6D473DDFF856CCE4078E/11/ja"
"特開2018-202918","特願2017-107375","2017/05/31","2018/12/27","運転者把持検出装置","株式会社東海理化電機製作所","B62D1/06,B60W40/08,A61B5/02,710@C,A61B5/0245@C","(57)【要約】
【課題】運転者のステアリングホイールの把持を確実に<BR>検出可能な運転者把持検出装置を提供することを目的と<BR>する。
【解決手段】ステアリングホイール１４に設けられた電<BR>極１６Ａ、１６Ｂにより運転者の心拍を検出する心電計<BR>１６と、ステアリングホイール以外に設けられて運転者<BR>の心拍を検出する心拍センサ２０と、心電計１６及び心<BR>拍センサ２０の各々の検出結果に基づいて、運転者によ<BR>るステアリングホイールの把持を検知する把持判定部２<BR>４と、を備える。
【選択図】図１
","特開2018-202918","","特許6752756","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-202918/1AE66A28095302F2CD65E17C690B2D930A2B8CA698B0E8DE90773F42802DAC36/11/ja"
