"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","文献URL"
"特開2020-076726","特願2019-008828","2019/01/22","2020/05/21","地図情報システム","トヨタ自動車株式会社","G01C21/34,G09B29/10@A,G09B29/00@F,B60W50/08,G08G1/00@X,G08G1/0969,G08G1/16@C","(57)【要約】
【課題】車両の運転支援制御の適切なレベルを自動的に<BR>決定する。
【解決手段】地図情報システムは、車両の運転支援制御<BR>に用いられる地図情報を含む地図データベースと、車両<BR>が目標範囲を走行する際に許容される運転支援制御の許<BR>容レベルを決定する運転支援レベル決定装置と、を備え<BR>る。地図情報は、地図情報の確からしさを絶対座標系に<BR>おける位置毎に示す評価値と関連付けられる。車両の運<BR>転環境を示す運転環境情報は、介入操作が行われたこと<BR>を示す情報を含む。運転支援レベル決定装置は、運転環<BR>境情報に基づいて、介入操作が行われた位置である介入<BR>操作位置を示す介入操作情報を取得し、地図情報に基づ<BR>いて、目標範囲内の点又は区間毎に評価値を取得し、評<BR>価値と介入操作位置とに基づいて、許容レベルを目標範<BR>囲内の点又は区間毎に決定する。
【選択図】図３
","特開2020-076726","","特許7167732","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-076726/1E5F1DC3F5B4150F0DAA1A1DE904694B2737CADCEB228E8F1C88961ADBFB2AF0/11/ja"
"特開2020-075683","特願2018-211761","2018/11/09","2020/05/21","操作支援装置、操作支援方法、および操作支援プログラム","トヨタ自動車株式会社","B60W50/14,B60W50/10,G06F3/0482,G06F3/0484,170,G06F3/04847","(57)【要約】
【課題】ユーザが、乗車する車両を第１の車両から第２<BR>の車両に変更した場合でも、第２の車両における入力部<BR>の操作を円滑に行うこと。
【解決手段】車両に対してユーザが行う操作を支援する<BR>操作支援装置であって、第１の車両においてユーザが行<BR>った操作に関する第１の操作情報を取得して、第１の操<BR>作情報から、第１の車両と異なる第２の車両において操<BR>作と同等の操作を行うための第２の操作情報を生成して<BR>出力する操作支援処理部を備える。第１の車両が複数の<BR>入力操作部を備え、第１の操作情報は、第１の車両にお<BR>けるそれぞれの入力操作部ごとに、ユーザによる操作回<BR>数が所定回数以上または操作時間が所定時間以上である<BR>入力操作部に関する情報を含み、操作支援処理部は、第<BR>１の操作情報のうちで、ユーザによる操作回数が所定回<BR>数以上または操作時間が所定時間以上である入力操作部<BR>に関する情報に対応した第２の操作情報を出力する。
【選択図】図７
","特開2020-075683","","特許7115238","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-075683/B72EDCEAECFFA306355A7F22301CF4F721E45730CA844D8780C1F8F2AA267460/11/ja"
"特開2020-075666","特願2018-211254","2018/11/09","2020/05/21","車両制御装置","トヨタ自動車株式会社","B60W50/10,B62D6/00,B60W10/04,B60W10/00,134,B60W10/20,B62D101:00,B62D113:00,B62D119:00","(57)【要約】      （修正有）
【課題】遠隔操作により、車両を車外から操作する場合<BR>、ユーザが車両外部から簡便且つ的確且つ直感的に車両<BR>を操作することを可能にする車両制御装置を提供する。
【解決手段】車両制御装置は、車両制御ＥＣＵを含む。<BR>車両制御ＥＣＵは、所定の調和外力が車両に入力された<BR>と判定したとき、調和外力の入力方向に応じて、車両の<BR>転舵輪を入力方向に所定の転舵量だけ転舵させるか、或<BR>いは、車両を所定移動量だけ前進又は後進させた後停止<BR>させる。
【選択図】図１
","特開2020-075666","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-075666/8E79D47C7EB6727AFC849E9874FD63265944C765268F1F6A17D9B82DED08A327/11/ja"
"特開2020-075655","特願2018-210895","2018/11/08","2020/05/21","運転支援装置","本田技研工業株式会社","B60W30/06,B60W50/08","(57)【要約】
【課題】車両の運転技術の向上を図る。
【解決手段】車両を運転している間、その軌跡を示す軌<BR>跡情報が軌跡情報記憶部２０ａに蓄積される。運転者が<BR>復帰操作を行うと、記録された軌跡情報を遡って指定さ<BR>れた時点における位置へと車両を移動させるよう制御が<BR>行われる。運転者はその位置から再度マニュアル運転を<BR>行うことができる。
【選択図】図１
","特開2020-075655","","特許7182999","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-075655/203938477DB1338191E81B2426DFD31C29DD895CC2D20010BE581DC10DF4F028/11/ja"
"特開2020-075586","特願2018-209186","2018/11/06","2020/05/21","運転支援方法及び運転支援装置","日産自動車株式会社","B60W40/08,B60W50/14,G08G1/00@D","(57)【要約】
【課題】移動体の運転者以外の乗員にとっての乗り心地<BR>を向上させることができる運転支援方法を提供する。
【解決手段】センサが、移動体の乗員のうちの移動体を<BR>運転操作していない乗員の脳活動情報を検出し（Ｓ１２<BR>）、コントローラが、脳活動情報から、移動体の挙動に<BR>対する違和感を検出し、（Ｓ１３）違和感に基づき、移<BR>動体の運転特性を決定し（Ｓ１４）、運転特性に基づき<BR>、移動体の運転支援を行う（Ｓ１５）。
【選択図】図９
","特開2020-075586","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-075586/FEEBA31A2F4B96184BCC9935F53D6AF4A0BEFC5EC09DE77A47740E153A874321/11/ja"
"特開2020-075585","特願2018-209185","2018/11/06","2020/05/21","自動発進制御方法及び自動発進制御装置","日産自動車株式会社","B60W40/08,B60W40/04,B60W50/14,G08G1/16@F","(57)【要約】
【課題】先行車両の発進に合わせた自車両の発進時に、<BR>運転者がスイッチを押すなどの意思を示す行動を行わな<BR>くても、先行車両が発進した後の乗員による発進の意思<BR>を判定可能となる自動発進制御方法を提供する。
【解決手段】自車両の前方の先行車両を検出し、先行車<BR>両の発進に合わせて自車両を自動的に発進させる自動発<BR>進制御方法において、センサが、自車両の乗員の脳活動<BR>情報を検出し、コントローラが、自車両及び先行車両の<BR>いずれもが停止した状態から、先行車両が発進した後に<BR>、乗員の脳活動情報から、自車両が停止していることに<BR>対する乗員の違和感を検出し（Ｓ１２）、乗員の違和感<BR>を検出した場合、コントローラが自車両を発進させる（<BR>Ｓ１４）。
【選択図】図８
","特開2020-075585","","特許7151389","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-075585/37D33B7D55EEDFE19DE91F3872FB3C4DFEFA9681C43CAD5886876627DD7CD494/11/ja"
"特開2020-075536","特願2018-208196","2018/11/05","2020/05/21","駆動力制御装置","トヨタ自動車株式会社,株式会社ＳＯＫＥＮ","B60W30/188,B60W40/06,B60W50/14,B60W10/04,B60W10/184","(57)【要約】      （修正有）
【課題】段差などの比較的抵抗が大きくなる箇所で適切<BR>な駆動トルクを発生させることにより走破できる駆動力<BR>制御装置を提供する。
【解決手段】車両の周辺における路面のそれぞれの走行<BR>抵抗の大きさを算出することができる路面抵抗算出部１<BR>０と、路面抵抗算出部１０により算出された走行抵抗の<BR>大きさに応じて駆動力源の駆動トルクを制御するトルク<BR>制御部１２とを備えた駆動力制御装置において、路面抵<BR>抗算出部１０により算出された走行抵抗が所定値以上と<BR>なる高抵抗部と車輪との距離を算出することができる距<BR>離算出部１１を更に備え、トルク制御部１２は、路面抵<BR>抗算出部により算出された走行抵抗の大きさと、距離算<BR>出部１１により算出された高抵抗部と車輪との距離とに<BR>応じて、高抵抗部を走破可能な駆動トルクを駆動力源か<BR>ら出力するように構成されている。
【選択図】図２
","特開2020-075536","","特許7168416","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-075536/3E3A19EAC543018F91FB2605C62E4C328E0C0185B15EED6C1C714FEEF9FC05D1/11/ja"
"特開2020-073374","特願2019-235205","2019/12/25","2020/05/14","車両用表示装置","株式会社デンソー","B60K35/00@Z,B60W50/14,B60W30/00,G01D7/00@K,G01D7/00@D,B60R16/02,640@K,B60W60/00","(57)【要約】
【課題】自動運転機能の作動時における視認性を高めた<BR>車両用表示装置を提供する。
【解決手段】車両用表示装置は、自動運転機能を備える<BR>車両において、画像表示部１０を用いて車両の状態を表<BR>示する。車両用表示装置は、指示位置を移動可能に設け<BR>られた画像指針４０と、画像指針４０に指示されること<BR>により、車両の状態を表示する画像指標５０と、を備え<BR>る。車両用表示装置は、運転者が主体的に運転操作を行<BR>なう第１状態と、車両が運転操作を代行する範囲が第１<BR>状態よりも広い第２状態との間で、画像指針４０及び画<BR>像指標５０による表示の形態を切り替える表示切替部と<BR>、第２状態の表示の形態において、画像表示部１０のう<BR>ち画像指針４０の指示位置を含むように設定された近傍<BR>領域ＮＤにて画像指標５０を表示し、画像表示部１０の<BR>うち近傍領域ＮＤ以外の領域にて画像指標５０の表示を<BR>近傍領域ＮＤよりも相対的に規制する表示規制部と、を<BR>備える。
【選択図】図５
","特開2020-073374","","特許6881561","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-073374/0443B7AADF2E29FED142D1652FB1C1E64CDF9C10FE6A4CBAFC97F6C0F709F919/11/ja"
"特開2020-072401","特願2018-205854","2018/10/31","2020/05/07","表示制御システム、表示制御方法および遠隔操作システム","株式会社小松製作所","H04N7/18@J,E02F9/20@N,E02F9/26@B,B60W50/14,G09G5/00,510@C,G09G5/00,550@C,G09G5/36,520@M,G09G5/38@Z,G09G5/36,510@M,H04Q9/00,301@B,G09G5/36,400,G09G5/377,100,G09G5/38","(57)【要約】
【課題】オペレータに作業車両の傾きを直感的に認識さ<BR>せる。
【解決手段】撮像画像取得部は、作業車両に搭載された<BR>撮像装置が撮像した撮像画像を取得する。姿勢画像取得<BR>部は、作業車両のロール角およびピッチ角の少なくとも<BR>一方を表す姿勢画像を取得する。表示画像生成部は、姿<BR>勢画像が表示装置の幅方向において運転席に対向する位<BR>置に表示されるように、撮像画像上に姿勢画像を配置し<BR>た表示画像を生成する。表示制御部は、表示画像を表示<BR>させる表示信号を、表示装置に出力する。
【選択図】図７
","特開2020-072401","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-072401/C1B44B8AACD6C85D75D365B85E38D9A88242A5A03C756DE0E935462F9A86286B/11/ja"
"特開2020-071790","特願2018-206965","2018/11/02","2020/05/07","交通安全装置、交通安全方法、プログラム、記録媒体、及び交通安全システム","山中　浩樹","G08G1/0968@B,G08G1/09@H,B60W40/04,B60W50/14,G08G1/16@A","(57)【要約】
【課題】本発明は、対象の死角にある交通状況を対象が<BR>認識することができる、交通安全装置、交通安全方法、<BR>プログラム、記録媒体、及び交通安全システムを提供す<BR>ることを目的とする。
【解決手段】
  本発明の交通安全装置は、車両に配置され、車両外の<BR>情報を取得する情報取得手段と、情報取得手段により取<BR>得された情報中の、車両及び車両の搭乗者以外の対象に<BR>伝達すべき交通状況を認識する交通状況認識手段と、交<BR>通状況認識手段により認識された交通状況を、対象に提<BR>示する交通状況提示手段とを備える。交通状況認識手段<BR>は、取得された情報中の信号機部分を特定する信号機部<BR>分特定手段と、信号機部分特定手段により特定された信<BR>号機の灯色情報及び灯色関連情報を認識する信号機状況<BR>認識手段とを備える。
【選択図】図６Ａ
","特開2020-071790","","特許6832018","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-071790/EAA516F8385BA3063249548B4630DFDABE32197C28248BD99837C16CED8BEFE2/11/ja"
"特開2020-071735","特願2018-206009","2018/10/31","2020/05/07","障害物検知システム及び運転支援システム","アルパイン株式会社","G08G1/16@C,B60W40/08,B60W40/02,B60W50/035,A61B5/0245@C","(57)【要約】
【課題】誤検出を抑制しつつ対処が必要となる障害物の<BR>検出をより適正に行う「障害物検知システム及び運転支<BR>援システム」を提供する。
【解決手段】
  障害物検知感度制御部５は、まず、レーダー装置１を<BR>用いて障害物の検知を行う障害物検知部２の検知感度を<BR>標準レベルの感度に設定する。そして、ハプニング応答<BR>反応検出部３における、生体センサ４の出力に基づく運<BR>転者のヒヤリとしたりハットしたり驚いたり急に緊張や<BR>集中が高まる反応であるハプニング応答反応の発生の検<BR>出の有無を監視し、ハプニング応答反応が発生したなら<BR>ば、障害物検知部２の障害物の検知感度を、予め定めた<BR>高感度レベルに切り替える。
【選択図】図１
","特開2020-071735","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-071735/0081ED5E1AC4B87C63CB6B8B64018984FA7C760D4A7A3FD1D889ABC8801392B0/11/ja"
"特開2020-069898","特願2018-204979","2018/10/31","2020/05/07","車両制御システム","トヨタ自動車株式会社","B60W50/14,B60T7/14,B60T7/12@B,G08G1/16@F","(57)【要約】
【課題】車両のドライバの異常が検知された場合に実行<BR>される異常報知処理を、状況に応じてフレキシブルに継<BR>続あるいは終了すること。
【解決手段】車両制御システムは、ドライバ異常検知装<BR>置、車両制御装置、及び情報取得装置を備える。ドライ<BR>バ異常検知装置によってドライバ異常が検知された場合<BR>、車両制御装置は、車両を停止させる車両停止制御と、<BR>報知装置を作動させる異常報知処理と、を実行する。情<BR>報取得装置は、運転環境情報を取得する。運転環境情報<BR>は、車両の周囲の状況を示す周辺状況情報、車両の状態<BR>を示す車両状態情報、及びドライバによる運転操作を示<BR>す運転操作情報のうち少なくとも１つを含む。車両制御<BR>装置は、運転環境情報に基づいて、車両停止制御の終了<BR>後に異常報知処理を継続するか終了するかを決定する。
【選択図】図１
","特開2020-069898","","特許7139889","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-069898/00277DC94F8FC7F38DB821F43199AEFF64A9B9E3EEFCF35FC9F137D3A454F103/11/ja"
"特開2020-068973","特願2018-203933","2018/10/30","2020/05/07","感情推定統合装置、感情推定統合方法およびプログラム","クラリオン株式会社","A61B5/16,120,B60W40/08,A61B5/18,A61B5/16,200,A61B5/00@G","(57)【要約】
【課題】車内環境を考慮し、より精度良くユーザの感情<BR>を推定することができる。
【解決手段】  ユーザの周囲の環境と、ユーザの生体情<BR>報を観測したモニタリング情報毎に算出された重み値と<BR>、が対応付けられた統合用重み付け情報を記憶した記憶<BR>部と、前記ユーザの周囲の環境を推定する環境推定部と<BR>、相互に異なる種類の前記モニタリング情報を用いてユ<BR>ーザの感情を推定した推定結果を出力する複数の感情推<BR>定部と、前記感情推定部が用いた前記モニタリング情報<BR>と、前記推定結果を取得したタイミングにおける前記ユ<BR>ーザの周囲の環境と、に基づき前記重み値を特定し、前<BR>記感情推定部による推定結果に該重み値を用いた重み付<BR>けを行うことによりユーザの感情を推定する推定結果統<BR>合部と、を備える。
【選択図】図１
","特開2020-068973","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-068973/25110FAE7D645F0FB41E329728E287300A76D59E54DDD5989A761E1AB7010A55/11/ja"
"再表2020/085425","特願2020-552587","2019/10/24","2020/04/30","自動運転車両","ヤマハ発動機株式会社","B60W40/08,B60W30/00,B60W60/00,B60R11/04,B60N2/90","(57)【要約】
  本発明の目的は、スタートボタンとは異なる新たな発<BR>車トリガーにより発車することができる自動運転車両を<BR>提供することである。
  座席数は、自動運転車両の乗車定員と等しい。自動運<BR>転制御装置は、（１）乗車人数、乗車定員、座席数又は<BR>乗車予定人数の少なくとも１つと（２）着座人数又は発<BR>車準備完了動作人数の少なくとも１つとに基づいて、制<BR>駆動力発生装置を制御して自動運転車両を停車状態から<BR>走行状態に移行させるか否かを判定する。
","WO2020/085425","","特許7166355","","再表2020/085425","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-085425/FD210584530A2866296834654E5B8F4B8533C49189A6840FA6AA043F50154BC3/19/ja"
"特表2022-505759","特願2021-522417","2019/10/23","2020/04/30","運転者支援システムを試験するための方法及び装置","アーファオエル・リスト・ゲーエムベーハー","G01M17/007@D,G08G1/00@C,G08G1/16@A,B60W50/10,B60W30/18","(57)【要約】
  本発明は、車両のための運転者支援システムを試験環<BR>境において試験するための方法及び装置に関する。交通<BR>シナリオ記述が特定され、交通シナリオ記述は、それぞ<BR>れ特定の交通シナリオを特徴付けると共に、少なくとも<BR>１つのパラメータを有しており、パラメータを用いて、<BR>交通シナリオそれぞれは、境界条件に適応することが可<BR>能である。この際、交通シナリオ記述は、交通シナリオ<BR>ファイルに格納されており、交通シナリオファイルには<BR>、少なくとも１つのパラメータが、所定のフォーマット<BR>で格納されている。少なくとも１つの交通シナリオ記述<BR>が、利用者の入力、及び／又は、所定の基準に基づいて<BR>選択される。さらに、テストケースが、少なくとも１つ<BR>の選択された交通シナリオ記述、及び、少なくとも１つ<BR>のパラメータに関する少なくとも１つの所定の値に基づ<BR>いて作成され、テストケースは、少なくとも１つのパラ<BR>メータの少なくとも１つの所定の値に関する、少なくと<BR>も１つの選択された交通シナリオ記述によって特徴付け<BR>られた交通シナリオの具体的な実現に対応しており、運<BR>転者支援システムに試験走行を行うことが可能である試<BR>","特表2022-505759","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-505759/5D691E295B0603869CA6C6BA71F471D7826D06D4E73C02E1C143BF8B1D7BA734/11/ja"
"特開2020-067858","特願2018-200606","2018/10/25","2020/04/30","運転支援装置、運転支援方法およびプログラム","株式会社ＪＶＣケンウッド","G08G1/16@C,G01C21/34,B60W50/14,B60W60/00","(57)【要約】
【課題】自動運転による利便性と手動運転による楽しみ<BR>とを両立させる。
【解決手段】運転支援装置は、車両の自動運転機能が作<BR>動中であり、車両の走行経路５６に所定条件を満たす手<BR>動運転推奨区間５８ａ，５８ｂ，５８ｃが含まれる場合<BR>、手動運転推奨区間５８ａ，５８ｂ，５８ｃにおける自<BR>動運転機能の作動解除をユーザに提案する。走行経路に<BR>含まれる複数の区間のそれぞれの運転負荷の高さを３段<BR>階以上で評価し、低負荷段階よりも運転負荷の高い中負<BR>荷段階の区間が少なくとも部分的に含まれ、中負荷段階<BR>よりも運転負荷の高い高負荷段階の区間が含まれない連<BR>続する一以上の区間を手動運転推奨区間として決定して<BR>もよい。
【選択図】図２
","特開2020-067858","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2020-067858/8CE95B2C2BBE4DBBB104726A96C4883B7FF8CC27CC15B1EEFD6CB0F9775AEF36/11/ja"
