"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","文献URL"
"特開2022-182957","特願2021-185011","2021/11/12","2022/12/08","機能制御装置、機能制御プログラム、自動運転制御装置、及び自動運転制御プログラム","株式会社デンソー","G08G1/16@F,B60W60/00,B60W50/14,B60W40/08,B60W30/09,B60W30/16,B60K35/00@Z,B60K35/00@A","(57)【要約】
【課題】ドライバが異常状態となった場合の乗員の不安<BR>を軽減することが可能な機能制御装置等の提供。
【解決手段】自動運転ＥＣＵは、自動運転機能によって<BR>走行可能な自車両において用いられ、自動運転機能に関<BR>連する制御を行う機能制御装置として機能する。自動運<BR>転ＥＣＵは、自車両のドライバに生じた体調の異常状態<BR>を把握すると共に、ドライバによる周辺監視義務のない<BR>自律走行制御に含まれる複数の走行制御モードのうちで<BR>、自動運転機能が実行中の走行制御モードを把握する。<BR>そして、自律走行制御によって自車両が走行する期間に<BR>異常状態が把握された場合、自動運転ＥＣＵは、自車両<BR>の車両制御及びドライバへ向けた情報提示制御のうちの<BR>少なくとも一方の内容を、自動運転機能が実行中の走行<BR>制御モードに応じて変更する。
【選択図】図９
","特開2022-182957","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-182957/8D14183056217B30E3D02EA7FAB39D8E6489EF240B2BD7D95F4AF657B74F089C/11/ja"
"特開2022-181692","特願2021-088764","2021/05/26","2022/12/08","車両用制御装置及び車両用制御方法","株式会社デンソー","G08G1/09@H,B60K35/00@A,B60W60/00,B60W50/14,B60W30/00","(57)【要約】
【課題】対象車両と車車間通信でやりとり可能な周辺車<BR>両を、対象車両のユーザが直感的により容易に区別でき<BR>るようにすることを可能にする。
【解決手段】他車両から車車間通信によって受信した、<BR>他車両で他車両別に設定された表示用の情報である設定<BR>表示情報、及び他車両の位置特定用の情報を取得する受<BR>信情報取得部１０５と、受信情報取得部１０５で取得し<BR>た位置特定用の情報をもとに、自車に対する他車両の位<BR>置を特定する他車位置特定部１０６と、他車位置特定部<BR>１０６で特定した自車に対する他車両の位置と、受信情<BR>報取得部１０５で取得した設定表示情報とをもとに、表<BR>示装置９１による表示を制御し、自車の前景中の他車両<BR>の位置に、設定表示情報が示す情報を重畳表示させる表<BR>示制御部１００とを備える。
【選択図】図２
","特開2022-181692","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-181692/B5F075809F420309E3058DE9F129FA8458D4F33AAACD22DDB26BAAF4FA902ECB/11/ja"
"特開2022-181254","特願2021-088084","2021/05/26","2022/12/08","リモート駐車装置","トヨタ自動車株式会社","G08G1/16@A,G08G1/09@V,B60W30/06,B60W30/08,B60W50/04,B60W50/14","(57)【要約】      （修正有）
【課題】リモート駐車中に、車両を駐車位置まで正常に<BR>且つ安全に移動させる上で障害となる異常が生じた場合<BR>に、異常が生じた旨の注意喚起をすることができるよう<BR>改良されたリモート駐車装置を提供する。
【解決手段】ドライバ—が車両から降車した状況にてユ<BR>ーザーにより操作される端末装置から送信される駐車指<BR>令に応答して、車両を自動運転又はリモート操作により<BR>所定の駐車位置まで移動させて駐車させる車両制御ＥＣ<BR>Ｕと、警報装置としてのハザードランプ及びブザーとを<BR>備えたリモート駐車装置。車両制御ＥＣＵは、車両を所<BR>定の駐車位置まで移動させる上で障害となる異常が発生<BR>したと判定したときには（Ｓ５０）、異常が発生した時<BR>点から所定の時間以上の時間が経過した、又は何れかの<BR>ドアが開扉された、と判定されるまで（Ｓ１７０、Ｓ１<BR>８０）、ハザードランプを点滅し、ブザーを鳴動する（<BR>Ｓ８０）。
【選択図】図２
","特開2022-181254","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-181254/86E623072F3DA85D7BF1AF77137AA141845A11D7A10A188278E69C4A4A2C06C6/11/ja"
"特開2022-180732","特願2021-087388","2021/05/25","2022/12/07","車両の制御装置","株式会社アドヴィックス","B60W40/08,B60W60/00","(57)【要約】
【課題】乗員の姿勢が乗り物酔いしやすい姿勢である場<BR>合、車速を変更する際における車両の加速度の絶対値が<BR>大きくなることを抑制できるようにすること。
【解決手段】制御装置７０は、乗員２００の頭部傾斜角<BR>を取得する傾斜角取得部７２と、頭部傾斜角を基に、車<BR>両の加速度の絶対値の上限値を設定する上限値設定部７<BR>４と、車両の加速度の絶対値が上限値を超えないように<BR>、車両の加減速を制御する加減速制御部７５とを備える<BR>。上限値設定部７４は、頭部傾斜角が規定角度範囲に含<BR>まれている場合、頭部傾斜角が規定角度範囲に含まれて<BR>いない場合よりも小さい値を、上限値として設定する。
【選択図】図２
","特開2022-180732","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-180732/C17105CA4EBE7613D43C7B486AD947AF2EAD80568277A5FC0FC04EEFD3DE51AF/11/ja"
"特開2022-178816","特願2021-085882","2021/05/21","2022/12/02","車両制御装置","マツダ株式会社","B60W50/08,G08G1/16@F,G08G1/00@D,B60W50/14,B60W40/09,B60W60/00,B60W30/10","(57)【要約】
【課題】運転者の運転技能を向上させることが可能な運<BR>転支援装置を提供する。
【解決手段】車両制御装置１００は、リスクを推定する<BR>リスク推定処理と、運転者の行動を検出するリスク回避<BR>行動検出処理と、運転者にリスクを回避させるように情<BR>報を提供する情報提供処理とを実行するように構成され<BR>、情報提供処理において、運転者がリスクを知覚してい<BR>ないと判定した場合、運転者にリスクを知覚させるよう<BR>に、情報報知装置を用いてリスクを報知する第１支援処<BR>理と、運転者がリスク回避のために実行すべき車両操作<BR>を実行していないと判定した場合、車両の運転終了後に<BR>リスクを回避するための車両操作についての情報を報知<BR>する第２支援処理と、リスクを回避できないと判定した<BR>場合、リスクを回避するように操作部を動かして、操作<BR>部の動きにより運転者に適切な操作量を報知する第３支<BR>援処理と、を実行する。
【選択図】図２
","特開2022-178816","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-178816/A3A1447851F743A2B1BF0397CA20133A68516C0AB8472CBC1CDDCAFA5337A7FC/11/ja"
"特開2022-178815","特願2021-085881","2021/05/21","2022/12/02","車両制御装置","マツダ株式会社","B60W50/08,G08G1/00@D,G08G1/16@F,B60W50/14,B60W60/00,B60W40/09","(57)【要約】
【課題】運転者の運転能力のレベルに応じて運転支援制<BR>御の自動介入を適切に報知する車両制御装置を提供する<BR>。
【解決手段】車両１の走行環境に起因して車両１に生じ<BR>る可能性のある走行リスクを推定し、走行リスクの発生<BR>を回避するように車両１に対して運転支援制御を実行す<BR>ると共に、運転支援制御の実行を車両１の運転者に報知<BR>する報知処理を実行する車両制御装置１００であって、<BR>車両制御装置１００は、運転者の運転能力の大きさを表<BR>す運転能力値（ＴＡ、ＴＢ）を推定する運転能力評価処<BR>理を実行し、運転支援制御の実行時において、運転能力<BR>値（ＴＡ、ＴＢ）が所定閾値より大きい高能力状態（領<BR>域Ｂ、Ｃ）のとき報知処理を実行するが、運転能力値（<BR>ＴＡ、ＴＢ）が所定閾値以下の低能力状態（領域Ａ）の<BR>とき報知処理を実行しない。
【選択図】図７
","特開2022-178815","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-178815/A2A088F66913056EECE5E116AF62C942E2727DAC9CD064DE4C035D7EFFBF4214/11/ja"
"特開2022-178814","特願2021-085880","2021/05/21","2022/12/02","車両運転支援システム及び車両運転支援方法","マツダ株式会社","B60W50/14,B60W60/00,G08G1/16@F","(57)【要約】
【課題】運転者の運転能力の維持及び向上を図ることが<BR>可能な車両運転支援システムを提供する。
【解決手段】車両運転支援システム１００は、車両を運<BR>転するために運転者が備える複数の運転関連機能の各々<BR>について、運転者の運転操作に基づき当該運転者の能力<BR>を評価する。また、車両運転支援システム１００は、過<BR>去の運転者の能力の評価結果に基づき、運転関連機能の<BR>各々について運転者の能力が所定の基準を下回っている<BR>か否か、今後向上しないか否か、及び低下傾向にあるか<BR>否かを判定する。車両運転支援システム１００は、運転<BR>関連機能の少なくとも一部について、運転者の能力が所<BR>定の基準を下回っており且つ今後向上可能である、又は<BR>、運転者の能力が所定の基準以上であり且つ低下傾向に<BR>あると判定した場合に、運転者による当該能力の発揮を<BR>車両１に支援させる支援制御を実行する。
【選択図】図５
","特開2022-178814","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-178814/CFD0DAA84688714B82AE5C2B6869C2BDCCBFF04C3B61C799832ABF4F2F6C172B/11/ja"
"特開2022-178813","特願2021-085879","2021/05/21","2022/12/02","車両運転支援システム及び車両運転支援方法","マツダ株式会社","B60W50/14,B60W60/00,G08G1/00@D,G08G1/16@C","(57)【要約】
【課題】運転者の運転能力の維持及び向上を図ることが<BR>可能な車両運転支援システムを提供する。
【解決手段】車両運転支援システム１００は、車両を運<BR>転するために運転者が備える複数の運転関連機能の各々<BR>について、運転者の運転操作に基づき当該運転者の能力<BR>を評価する。また、車両運転支援システム１００は、過<BR>去の運転者の能力の評価結果に基づき、運転関連機能の<BR>各々について運転者の能力が所定の基準を下回っており<BR>且つ今後向上しないか否かを判定する。車両運転支援シ<BR>ステム１００は、運転関連機能の少なくとも一部につい<BR>て運転者の能力が所定の基準を下回っており且つ今後向<BR>上しないと判定した場合に、当該能力を運転者が発揮し<BR>なくても運転を行えるように、当該運転関連機能を車両<BR>１に代行させる代行制御を実行する。
【選択図】図５
","特開2022-178813","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-178813/BB44D3CC1BA516CC1E8F592287338F6A1A054A498A167B810728D79704BD3040/11/ja"
"特開2022-178812","特願2021-085878","2021/05/21","2022/12/02","車両制御装置","マツダ株式会社","B60W50/08,G08G1/00@D,G08G1/16@F,B60W50/14,B60W40/09,B60W60/00","(57)【要約】
【課題】運転者の運転能力を客観的且つ適切に把握する<BR>ことが可能な運転支援装置を提供する。
【解決手段】車両１の運転者による車両操作を支援する<BR>車両制御装置１００は、運転者の車両操作に起因して車<BR>両１にリスクが発生するか否かを判定し、リスクが発生<BR>すると判定した場合に、車両１がリスクを回避するよう<BR>に運転支援制御を実行するように構成されている。車両<BR>制御装置１００は、運転支援制御が実行されたことを記<BR>録し、所定の運転単位における運転支援制御の実行頻度<BR>を計算し、実行頻度に基づいて運転者の運転能力を評価<BR>した運転能力評価情報６０を作成し、運転能力評価情報<BR>６０を運転者に報知する。
【選択図】図６
","特開2022-178812","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-178812/A1211818FA2D812F3CCC073D142A085461EBA74A7599AEF93355F04BD97BB846/11/ja"
"特開2022-178811","特願2021-085877","2021/05/21","2022/12/02","車両制御装置","マツダ株式会社","B60W50/08,G08G1/00@D,G08G1/16@F,B60W30/10,B60W60/00,B60W40/09,B60W30/02,B60W50/14","(57)【要約】
【課題】運転者の運転能力の向上を図る車両制御装置を<BR>提供する。
【解決手段】車両制御装置１００は、車両１を制御可能<BR>なコントローラ１０を備え、コントローラ１０は、交通<BR>リスク値と、走行リスク値と、運転能力値を推定するよ<BR>うに構成されており、コントローラ１０は、走行リスク<BR>が運転能力により回避されない場合、自動車両姿勢安定<BR>化制御がより早く実行されるように、自動車両姿勢安定<BR>化制御が開始される閾値を変更する第１設定変更処理を<BR>実行し、交通リスクが運転能力により回避されない場合<BR>、自動進入回避制御がより早く実行されるように、自動<BR>進入回避制御が開始される閾値を変更する第２設定変更<BR>処理を実行し、交通リスク及び走行リスクが運転能力に<BR>より回避されない場合、又は、運転能力が所定レベルよ<BR>り低い場合、目標走行経路上を走行させるように車両１<BR>を制御する。
【選択図】図６
","特開2022-178811","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-178811/47FECDF0BA2B8319970D1973B6A3620A4FF012C9C39C80D71C803A1CC9C311FB/11/ja"
"特開2022-178810","特願2021-085876","2021/05/21","2022/12/02","車両制御装置","マツダ株式会社","B60W50/08,G08G1/00@D,G08G1/16@F,B60W50/14,B60W40/09,B60W60/00","(57)【要約】
【課題】運転者の運転能力の維持及び向上を図る車両制<BR>御装置を提供する。
【解決手段】車両制御装置１００は、交通環境及び走行<BR>環境において車両１が走行するために要求される運転性<BR>能要求を設定するヒューマン・マシン性能要求設定処理<BR>と、運転者が有する複数の運転機能の各々の運転性能が<BR>運転性能要求を満たすか否かを判定する運転性能判定処<BR>理と、運転者が有する複数の運転機能のうち、運転性能<BR>要求を満たさない運転性能を有する運転者の運転機能を<BR>不全機能として特定する不全機能特定処理と、特定した<BR>不全機能を車両１が代替して実行するように、車両を制<BR>御する運転機能代替処理と、特定した不全機能の運転性<BR>能を運転性能要求のレベルに近づけるように運転者に情<BR>報を提供する運転性能支援処理と、を実行し、運転機能<BR>代替処理及び／又は運転性能支援処理を実行することに<BR>より、運転者及び車両１に運転性能要求を発揮させる。
【選択図】図５
","特開2022-178810","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-178810/4D811729E4C201D3DD4D012E9D8C97302E1EF4B123F1F127D11D789DD6E7197B/11/ja"
"特開2022-178809","特願2021-085875","2021/05/21","2022/12/02","車両制御装置及び車両制御方法","マツダ株式会社","B60W50/08,B60W60/00,B60W40/08,B60W50/14,G08G1/16@C","(57)【要約】
【課題】運転者の運転能力の維持及び向上を図る。
【解決手段】車両制御装置１００は、交通環境及び走行<BR>環境において車両１が走行するために要求される運転性<BR>能要求を設定するヒューマン・マシン性能要求設定処理<BR>と、予測リスクがあるか否かを判定する予測リスク判定<BR>処理と、運転者の運転性能が運転性能要求を満たすか否<BR>かを判定する運転性能判定処理と、運転性能要求を満た<BR>さない運転性能を有する運転者の運転機能を不全機能と<BR>して特定する不全機能特定処理と、予測リスクがある場<BR>合、特定した不全機能を車両１が代替して実行するよう<BR>に、車両を制御する運転機能代替処理と、予測リスクが<BR>ない場合、特定した不全機能の運転性能を運転性能要求<BR>のレベルに近づけるように運転者に情報を提供する運転<BR>性能支援処理と、を実行し、運転機能代替処理及び／又<BR>は運転性能支援処理を実行することにより、運転者及び<BR>車両１に運転性能要求を発揮させる。
【選択図】図６
","特開2022-178809","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-178809/AE73D64A44B9F7E0AAA63276F568E9C6BCCDE3B8D66773D08C88DA440C79D296/11/ja"
"特開2022-178808","特願2021-085874","2021/05/21","2022/12/02","車両制御装置及び車両制御方法","マツダ株式会社","B60W50/08,B60W60/00,B60W50/14,B60W40/08,G08G1/16@F","(57)【要約】
【課題】安全な走行を確保しつつ運転者の運転能力の維<BR>持及び向上を図る。
【解決手段】車両制御装置１００は、運転者が有する複<BR>数の運転機能の何れかが失われたこと又は失われる兆候<BR>が検出された場合に、複数の運転機能の全てを車両１が<BR>代替して実行するように、車両１を制御する全機能代替<BR>処理と、運転者が有する複数の運転機能の何れかの運転<BR>性能が一時的に低下したことが検出された場合に、運転<BR>者に物理的な刺激を与えることにより、又は、当該運転<BR>性能の一時的低下を認識させる情報を運転者に提供する<BR>ことにより、当該運転性能の一時的低下を解消するよう<BR>に、車両１を制御する適正化処理と、運転者が有する複<BR>数の運転機能の何れかの運転性能が慢性的に低下してい<BR>ることが検出された場合に、当該運転性能の発揮を支援<BR>する情報を運転者に提供することにより、当該運転性能<BR>を維持又は向上させるように、車両１を制御する支援処<BR>理と、を実行する。
【選択図】図６
","特開2022-178808","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-178808/6C8CC73D74033AEB6862224FCE97D55264C2A913DBB8D7B45B66D42CAD5B007A/11/ja"
