"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","文献URL"
"特開2011-207465","特願2010-182977","2010/08/18","2011/10/20","車両の制御装置","トヨタ自動車株式会社","B60K41/00,301@A,B60K41/00,301@D,B60K41/00,310,B60K41/00,410,B60K41/00,442,B60K41/00,460,B60K41/00,610@C,B60K41/00,610@D,B60K41/00,610@J,B60K41/00,612@K,B60K41/00,612@L,B60K41/00,612@Z,B60K41/06,B60W10/00,106,B60W10/02,B60W10/06,B60W10/10,209,B60W10/10,210,B60W10/10,B60W10/107,B60W10/109,B60W10/11,B60W30/18,290,B60W30/18,B60W30/182,B60W30/19,B60W40/02,B60W40/08,190,B60W40/09,B60W40/10,206,B60W40/10,214,B60W40/10,B60W40/107,B60W40/114,F02D29/00@H,F16H59/48,F16H61/02,F16H63/50","(57)【要約】
【課題】車両の走行環境や運転指向をより的確に反映し<BR>た挙動特性とすることによりドライバビリティを向上さ<BR>せる。
【解決手段】駆動力源とその駆動力源の出力側に連結さ<BR>れた変速機とを搭載した車両における前記駆動力源の回<BR>転数もしくは前記変速機の変速比を制御する車両の制御<BR>装置において、前記車両の走行状態に基づく指標を求め<BR>るとともに、その指標に基づいて前記駆動力源の要求回<BR>転数もしくは前記変速機に対する要求変速比を制御する<BR>ように構成されている。
【選択図】図５
","特開2011-207465","","特許5333379","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-207465/25451687E1F8C2C54677A2D60A5E5BEE449A715065EBCB11A83F4577A5EFB0F4/11/ja"
"特開2011-207462","特願2010-182974","2010/08/18","2011/10/20","車両の制御装置","トヨタ自動車株式会社","B60K41/00,442,B60T8/00@Z,B60W30/182,B60W40/08,190,B60W40/09","(57)【要約】
【課題】車両の走行環境や運転指向をより的確に反映し<BR>た走行特性とすることによりドライバビリティを向上さ<BR>せる。
【解決手段】車両の加速度に基づいて該車両の走行状態<BR>を示す指標が求められ、該指標に応じて該車両の走行特<BR>性を設定する車両の制御装置において、運転者の運転操<BR>作に起因して変動する加速度の変動成分のうち予め定め<BR>た特定のノイズ成分を減衰させるノイズ成分除去手段（<BR>ブロックＢ３１～Ｂ３９）と、そのノイズ成分除去手段<BR>によりノイズ成分を減衰させた加速度に基づいて指標を<BR>求める走行指標設定手段（ブロックＢ４０）とを設けた<BR>。
【選択図】図１
","特開2011-207462","","特許5402874","拒絶2013-017021","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-207462/ABBA0FB51D27AE0BD1EFB3E426FF4EFEF51E7F2907F30C6CA06C436F561CF67B/11/ja"
"特開2011-204054","特願2010-071376","2010/03/26","2011/10/13","車両の運転支援装置","マツダ株式会社","B60K41/00,322,B60K41/00,440,B60R1/00@A,B60R21/00,624@B,B60R21/00,624@C,B60W30/16,B60W40/08,G08G1/16@C,B60R21/00,991,B60R21/00,992,B60R21/00,993","(57)【要約】
【課題】この発明は、運転補助を実行する際に考慮すべ<BR>き対象物体を正確に認識することで、適切な運転補助を<BR>実行することを可能にする車両の運転支援装置を提供す<BR>ることを目的とする。
【解決手段】自車を運転する運転者の視線を認識する視<BR>線認識手段を備え、該視線認識手段により認識された視<BR>線情報に基づいて、自車の運転を支援する車両の運転支<BR>援装置であって、上記視線認識手段は、運転者の両眼の<BR>視線に基づいて、自車から、運転者が視認している視認<BR>物体までの第１距離を判定するとともに（Ｓ４）、上記<BR>第１距離に基づいて、運転を補助する運転補助手段（Ｓ<BR>６～Ｓ１６）を備えた。
【選択図】図１２
","特開2011-204054","","特許5488105","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-204054/FAE3D325ABA7349A48C482E9A65D924A1875ABE17323F7230DB489B7DF39CA6C/11/ja"
"特開2011-204053","特願2010-071375","2010/03/26","2011/10/13","車両の運転支援装置","マツダ株式会社","A61B3/10@B,B60K41/00,440,B60K41/00,612@J,B60R11/04,B60R21/00,624@B,B60R21/00,626@A,B60W40/08,G08G1/16@C,B60R21/00,991,B60R21/00,992,B60R21/00,993,A61B3/113","(57)【要約】
【課題】この発明は、自車の進行方向変更状態を判定す<BR>ることができ、自車の走行に関連する緊急度を低減した<BR>走行を可能にする車両の運転支援装置を提供することを<BR>目的とする。
【解決手段】自車を運転する運転者の視線を認識する（<BR>Ｓ２）視線認識手段を備え、該視線認識手段により認識<BR>された視線情報に基づいて、自車の運転を支援する車両<BR>の運転支援装置であって、上記視線情報に基づいて、自<BR>車の進行方向変更状態を判定し（Ｓ７）、自車の進行方<BR>向変更に伴う自車前方の走行環境に基づいて、運転を補<BR>助する運転補助手段（Ｓ３、Ｓ７～Ｓ１８）を備えた。
【選択図】図１０
","特開2011-204053","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-204053/14DD3604C9DCC0B77A212CCAF02A5BB2AB9F6FB9E813D15BA82348689F1CD395/11/ja"
"特開2011-203921","特願2010-069450","2010/03/25","2011/10/13","運転評価装置、方法及びシステム","株式会社デンソーアイティーラボラトリ","B60K41/00,442,B60W40/08,190,B60W40/09,G01C21/00@A,G01C21/26@A,G08G1/00@D,G08G1/13","(57)【要約】
  【課題】  運転操作が経済的であるか否かの評価を正<BR>確に行う。
  【解決手段】  車両が走行する道路が複数の区間に分<BR>割され、各区間の位置を示す区間位置情報が区間識別情<BR>報と対応付けられる。走行データ取得装置は、車両の位<BR>置を示す車両位置情報を取得し、区間位置情報と車両位<BR>置情報から車両が位置する区間を特定する。その後、当<BR>該区間を走行中の車両の燃費情報を算出し、当該区間に<BR>対応する区間識別情報と車両を識別する車両識別情報と<BR>を燃費情報に付加して走行データを生成する。運転評価<BR>装置では、複数の車両の走行データに含まれる走行情報<BR>に基づき、燃費の程度を偏差値で示した偏差値情報を算<BR>出した後、車両が走行した各区間において、車両識別情<BR>報に対応する偏差値情報を抽出して評価データを生成す<BR>る。走行データ取得装置は、評価データを受信して、車<BR>両が走行した各区間に対応する偏差値情報を並べて表示<BR>する。
【選択図】  図２
","特開2011-203921","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-203921/06ED5309D27FA5C60ADA6085A9BA8091ED29B5D4C6DF45521D08687FF4B54122/11/ja"
"特開2011-203795","特願2010-067988","2010/03/24","2011/10/13","走行支援装置","トヨタ自動車株式会社,株式会社豊田中央研究所","B60K41/00,364,B60K41/00,440,B60R21/00,628@F,B60W30/08,190,B60W30/09,B60W40/08,G01C21/00@A,G01C21/26@A,G08G1/16@C,B60R21/00,991,B60R21/00,992,B60R21/00,993","(57)【要約】
【課題】状況に応じて演算負荷の低減やドライバーとの<BR>協調を適切に行うことが可能な走行支援装置を提供する<BR>。
【解決手段】運動量算出部４０は、自車周囲の物体ｍに<BR>ついての総リスク値Ｒを最小とする目的地への最適経路<BR>に自車を誘導する最適運動量算出モード又は総リスク値<BR>Ｒが現在よりも減少する修正経路に自車を誘導するため<BR>の修正運動量算出モードにより自車の走行を支援する。<BR>最適運動量算出モードと修正運動量算出モードとでは、<BR>リスクに対して自車を誘導するロジックが異なる。最適<BR>運動量算出モードは総リスク値Ｒを最小とする最適経路<BR>に誘導するためドライバーへの負担が少ない。一方、修<BR>正運動量算出モードは総リスク値Ｒが現在より減少する<BR>修正経路に誘導するだけの処理なため演算負荷が低減さ<BR>れる。そのため、状況に応じて演算負荷の低減やドライ<BR>バーとの協調を適切に行うことが可能となる。
【選択図】図１
","特開2011-203795","","特許5577126","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-203795/6A953F2974F04A6016ACF39EC7835E9947A781196043B85285013F264A392665/11/ja"
"特開2011-201396","特願2010-069965","2010/03/25","2011/10/13","誤操作検出装置及び誤操作検出方法","株式会社デンソーアイティーラボラトリ","B60K28/02,B60T7/12@E,B60W10/04,B60W10/184,B60W40/09,B60W50/12,B60W50/14,F02D29/02@K,F02D29/02@L,G05G1/38","(57)【要約】
【課題】ドライバの誤操作による車両の暴走を防止する<BR>。
【解決手段】挙動解析部１１２で解析したドライバの仕<BR>草（挙動）に基づいて、意図推定部１１３がドライバの<BR>意図（ドライバが車両を前進させようとしているのか、<BR>あるいは、後進させようとしているのか）を推定する。<BR>そして、誤操作判定部１４０において、推定されたドラ<BR>イバの意図に基づいて、そのドライバの意図を実現する<BR>ようなギアのレンジ位置やアクセルペダルの踏み込み量<BR>が実行されているかを判定し、ドライバの意図とは異な<BR>るギアのレンジ位置やアクセルペダルの踏み込み量が検<BR>出された場合には、誤操作が生じていると判断して、警<BR>報報知や車両の駆動制御を行う。
【選択図】図１
","特開2011-201396","","特許5539766","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-201396/1CA7437ED6B0B6528DCDA739D703E78ADDFCC6098FEBE0298564E44BE88028A1/11/ja"
"特開2011-198247","特願2010-066364","2010/03/23","2011/10/06","運転支援装置","トヨタ自動車株式会社","B60K41/00,301@G,B60K41/00,364,B60K41/00,390,B60K41/00,440,B60K41/00,610@D,B60R11/04,B60R21/00,626@B,B60R21/00,627,B60W10/20,B60W30/08,190,B60W30/09,B60W40/08,B60W50/08,260,B60W50/16,B62D6/00,G08G1/16@C,B60R21/00,991,B60R21/00,992,B60R21/00,993","(57)【要約】
【課題】本発明は、リスク回避の確実性の向上が可能な<BR>運転支援装置を提供することを目的とする。
【解決手段】運転支援装置１は、車両の運転者に対して<BR>、車両の運転におけるリスクの対象となる対象物を回避<BR>するために運転支援を実施する装置であって、運転者の<BR>視線を検出するドライバ状態検出部４と、運転者が対象<BR>物を注視しているか否かを判定する注視判定部１３と、<BR>各運転支援形態における制御介入度を調整する制御介入<BR>度調整部２０と、運転支援形態及び調整された制御介入<BR>度に基づき、運転支援のための制御を実施する運転支援<BR>制御部１５とを備え、制御介入度調整部２０は、注視判<BR>定手段により運転者が対象物を注視していると判定され<BR>なかった場合に、注視していると判定された場合と比較<BR>して制御介入度を大きくする。
【選択図】図１
","特開2011-198247","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-198247/E27DAA3E5D958A50DFAFA7251A2E4E61DA4C388094977C9806810EBA283866DB/11/ja"
"特開2011-192176","特願2010-059607","2010/03/16","2011/09/29","車両制御装置","トヨタ自動車株式会社","B60K41/00,382,B60K41/00,390,B60K41/00,610@A,B60K41/00,610@J,B60W50/08,260,B60W50/16,G08G1/16@C","(57)【要約】
【課題】複数の衝突対象物が存在する場合でも対処する<BR>までに余裕を持った運転支援を行うことができる車両制<BR>御装置を提供する。
【解決手段】
  本発明に係る車両制御装置１によれば、支援判定部１<BR>４が、リスク対象のうち、よりリスク度が低く、より衝<BR>突予測時間の短いリスク対象である障害物Ａ（第１のリ<BR>スク対象）の運転支援のレベルを上げることで、よりリ<BR>スク度が高く、より衝突時間の長いリスク対象である障<BR>害物Ｂ（第２のリスク対象）にのみ、運転者の注意が向<BR>けられる事態が抑制される。それにより、複数のリスク<BR>対象それぞれに運転者の注意が向かう運転支援が実現さ<BR>れ、運転者はリスク対象の対処に余裕を持つことができ<BR>る。
【選択図】  図５
","特開2011-192176","","特許5440292","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-192176/6489B29D9995E866AA10A11966CFE87C06D38331B37048D602CFC4B68E083C6D/11/ja"
"特開2011-189930","特願2011-085310","2011/04/07","2011/09/29","車両用運転操作補助装置および車両用運転操作補助方法","日産自動車株式会社","B60R16/02,650@U,B60T7/12@C,B60T17/18,B60W10/04,B60W10/18,B60W30/08,190,B60W30/09,B60W50/02,129,B60W50/029,B60W50/08,240,B60W50/08,260,B60W50/14,B60W50/16,F02D11/10@K,F02D11/10@Q,G08B29/04,G08B29/06,G08G1/16@C","(57)【要約】
【課題】アクセルペダル反力発生装置の故障時にも運転<BR>者に違和感を与えることのない車両用運転操作補助装置<BR>を提供する。
【解決手段】車両用運転操作補助装置は、自車両の前方<BR>障害物に対するリスクポテンシャルを算出し、リスクポ<BR>テンシャルが大きいほど、自車両に発生する駆動力を低<BR>下するとともに、アクセルペダルを操作するときに発生<BR>する操作反力を増大させる。アクセルペダルにリスクポ<BR>テンシャルに応じた反力を付加する反力発生装置の故障<BR>が検出されると、アクセルペダルを踏み込んでもエンジ<BR>ントルクが増大しないようにエンジントルク特性を補正<BR>する。
【選択図】図１
","特開2011-189930","","特許5201237","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-189930/1A770AC9FA1FB4FB64505008E1D1A7D9D1771A560DE14757A38862DF150CA274/11/ja"
"特開2011-186995","特願2010-054284","2010/03/11","2011/09/22","運転支援システム","ルネサスエレクトロニクス株式会社","B60K28/06@Z,B60K41/00,440,B60W40/08,G08G1/16@F","(57)【要約】
【課題】リアルタイムに、運転者の実情に合わせて、休<BR>憩を促すことができる運転支援システムを提供する。
【解決手段】車両の運転を支援する運転支援システム１<BR>００に、車両の運転者に休憩取得のアドバイスを通知す<BR>る液晶表示装置５及びスピーカ６の少なくとも一方と、<BR>車両のふらつきを検出するふらつき検知部３と、ふらつ<BR>き閾値を記憶するＨＤＤ２と、車両の所定時間あたりの<BR>ふらつきの回数がふらつき閾値を超えているか否かを判<BR>定し、車両の所定時間あたりのふらつきの回数がふらつ<BR>き閾値を超えていると判定した場合に、液晶表示装置５<BR>及びスピーカ６の少なくとも一方を制御して、運転者に<BR>休憩取得のアドバイスを通知させるＣＰＵ７と、を備え<BR>た。
【選択図】図１
","特開2011-186995","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-186995/8B069339CBB4A291E5D7A28D98C2DD419EEE620688575AD9CEBAF273F5D179FB/11/ja"
"特開2011-184013","特願2010-054440","2010/03/11","2011/09/22","運転支援装置","トヨタ自動車株式会社","B60K41/00,301@A,B60K41/00,301@F,B60K41/00,320,B60K41/00,330,B60K41/00,442,B60L15/20@J,B60W10/06,B60W10/18,284,B60W10/184,B60W30/10,B60W30/14,B60W40/08,190,B60W40/09","(57)【要約】
【課題】目標走行パターンを用いた運転支援において運<BR>転者の受ける違和感を抑制する運転支援装置を提供する<BR>ことを課題とする。
【解決手段】走行予定経路の先読み情報に基づいて走行<BR>予定経路における目標走行パターンを設定し、当該目標<BR>走行パターンに追従するように運転支援を行う運転支援<BR>装置１であって、運転者の運転操作の履歴に基づいて運<BR>転支援を行うことを特徴とし、運転者の運転操作の履歴<BR>に基づいて運転支援制御のＯＮ／ＯＦＦを切り替えたり<BR>、あるいは、運転者の運転操作の履歴に基づいて目標走<BR>行パターンを設定する。
【選択図】図１
","特開2011-184013","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-184013/A8F078E5F117C0DF9F9A88752C6C7C4988BEFFF7927C0309CD742B2065997250/11/ja"
"特開2011-183995","特願2010-053694","2010/03/10","2011/09/22","車両制御装置","トヨタ自動車株式会社","B60K41/00,442,B60K41/00,612@K,B60W40/08,190,B60W40/09","(57)【要約】
【課題】運転者（特に運転技量の高い熟練した運転者）<BR>の運転技量の推定精度を向上させ、その結果、当該運転<BR>者に違和感を覚えさせる虞を確実に抑制（払拭）するこ<BR>とができる車両制御装置を提供することを課題とする。
【解決手段】車両に搭載されたＥＣＵは、ＧＰＳナビゲ<BR>ーション装置のコーナー曲率情報を用いて、コーナー形<BR>状と実走行軌跡とから、当該実走行軌跡におけるクロソ<BR>イド曲線部分の有無に基づいて、運転技量を推定する。
【選択図】図２
","特開2011-183995","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-183995/AEC13ECB2ECB7647D189D58A0127C039BDEC51BD15A97BD5EF325614D0278CBC/11/ja"
"再表2011/111206","特願2012-504232","2010/03/11","2011/09/15","生体状態判定装置","トヨタ自動車株式会社","A61B5/18,B60K28/06@Z,B60W40/08,G08G1/16@F","(57)【要約】
  本発明は、車両の運転者の生体状態を精度よく判定す<BR>ることを目的とする。生体状態判定装置では、運転者の<BR>生体状態を示す情報に基づき、運転者の生体状態である<BR>運転者生体状態が推定され、運転者生体状態を誤推定す<BR>る可能性の高さを示す情報に基づいて運転者生体状態毎<BR>に重みが設定され、設定された重みにより各々の運転者<BR>生体状態が重み付けされるので、重み付された運転者生<BR>体状態は、誤推定の可能性が考慮された情報となる。そ<BR>して、重み付けされた複数の運転者生体状態に基づき運<BR>転者の生態状態における異常の有無が判定されるので、<BR>車両運転者の生体状態の判定精度を向上できる。
","WO2011/111206","","特許5423872","","再表2011/111206","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-111206/7AC84D35ACD3FA2027455D7E3138977F960A0F50673B54FAA5A702EDD82E23E2/19/ja"
