"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","文献URL"
"再表2018/092436","特願2018-551060","2017/09/29","2018/05/24","感情推定装置、および、感情推定システム","本田技研工業株式会社","G06N5/04,G09B19/16,B60W40/09,G16Y10/40,G16Y10/80","(57)【要約】
  ユーザの感情を、より高精度で推定できる感情推定装<BR>置、および、感情推定システムを提供する。
  自動二輪車４は、通信ネットワーク２に接続されたユ<BR>ーザＵに関わる複数製品である自動二輪車４、四輪車１<BR>１、炊飯器１２、掃除機１３、テレビ受像機１４、およ<BR>び冷蔵庫１５からの自身（Ｕ）に関する情報に基づいて<BR>構成されるパーソナル人格を備え、パーソナル人格によ<BR>って、ベース人格が形成され、感情を検出する感情検出<BR>部を備える。
","WO2018/092436","","特許6736685","","再表2018/092436","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-092436/44505D6476FB62AB4492484E0623BB13548BB3F257E106C0D9A1C9CA3D83FAC4/19/ja"
"再表2018/092265","特願2018-550961","2016/11/18","2018/05/24","運転支援装置および運転支援方法","三菱電機株式会社","G08G1/16@C,B60W30/09,B60W50/14,B60W40/04,G08G1/09@H,G08G1/16@F","(57)【要約】
  本発明は運転支援装置に関する。自車両の後方画像に<BR>基づいて、後方車両の運転者の運転状態を識別する後方<BR>運転者状態識別部と、後方画像を含む自車両の周囲画像<BR>に基づいて、自車両の周辺状況を判断する周辺状況判断<BR>部と、後方運転者状態識別部で識別された運転状態およ<BR>び周辺状況判断部で判断された周辺状況に基づいて自車<BR>両の自動運転を制御する自動運転部と、外部との通信を<BR>行う通信部とを備え、後方運転者状態識別部は、後方車<BR>両の運転者の顔の向き、目の開閉の有無をパターンマッ<BR>チングで判定することで運転状態を認識し、危険運転状<BR>態と判断される場合は、通信部を介して、後方車両に危<BR>険運転状態であることを通知し、自動運転部は、後方車<BR>両が危険運転状態と判断された場合は、周辺状況判断部<BR>で判断された周辺状況に基づいて、後方車両との衝突を<BR>回避するように自動運転を制御する。
","WO2018/092265","","特許6647423","","再表2018/092265","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-092265/6B015D8E8D821151DAEDE001438ECB03E1E1EF1A8A52686D71F7987C3F67000E/19/ja"
"再表2018/092230","特願2018-550930","2016/11/17","2018/05/24","運転支援装置および運転支援方法","三菱電機株式会社","B60W50/14,B60W40/10,G08G1/16@C,B60W60/00","(57)【要約】
  本発明は、自動運転から手動運転への移行タイミング<BR>を適切に判断することが可能な運転支援装置および運転<BR>支援方法を提供することを目的とする。本発明による運<BR>転支援装置は、移行中において自動運転を実行する自動<BR>運転操作の情報である自動運転操作情報を取得する自動<BR>運転操作情報取得部と、移行中において自動運転操作を<BR>模擬した手動運転を実行する模擬手動運転操作の情報で<BR>ある模擬手動運転操作情報を取得する模擬手動運転操作<BR>情報取得部と、自動運転操作情報取得部が取得した自動<BR>運転操作情報と、模擬手動運転操作情報取得部が取得し<BR>た模擬手動運転操作情報とに基づいて、模擬手動運転操<BR>作による車両の予測走行軌跡を生成する予測走行軌跡生<BR>成部と、予測走行軌跡生成部が生成した予測走行軌跡と<BR>、自動運転操作による車両の予定走行軌跡とを合わせて<BR>表示する制御を行う表示制御部とを備える。
","WO2018/092230","","特許6942144","拒絶2020-014978","再表2018/092230","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-092230/7B39CD82A06D4E0A8F1FB48C202AFA8D05357D97186D1BB43FA4CC628863E9C9/19/ja"
"再表2018/092229","特願2018-550929","2016/11/17","2018/05/24","運転支援装置および運転支援方法","三菱電機株式会社","B60W50/14,B60W30/00,G08G1/16@C,B60W60/00","(57)【要約】
  本発明は、自動運転から手動運転への移行タイミング<BR>を適切に判断することが可能な運転支援装置および運転<BR>支援方法を提供することを目的とする。本発明による運<BR>転支援装置は、車両における自動運転からドライバによ<BR>る手動運転への移行を支援する運転支援装置であって、<BR>移行中において自動運転を実行する自動運転操作の情報<BR>である自動運転操作情報を取得する自動運転操作情報取<BR>得部と、移行中において自動運転操作を模擬した手動運<BR>転を実行する模擬手動運転操作の情報である模擬手動運<BR>転操作情報を取得する模擬手動運転操作情報取得部と、<BR>自動運転操作情報取得部が取得した自動運転操作情報と<BR>、模擬手動運転操作情報取得部が取得した模擬手動運転<BR>操作情報とに基づいて、自動運転操作と模擬手動運転操<BR>作との差異を報知する制御を行う報知制御部とを備える<BR>。
","WO2018/092229","","特許6676186","","再表2018/092229","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-092229/41FFEB9134D48F95B642382033AF06C6A6615C612A1AF8B68844223DA437F7F4/19/ja"
"再表2018/092201","特願2018-550907","2016/11/16","2018/05/24","自動運転制御計画策定装置および自動運転制御計画の策定方法","三菱電機株式会社","B60W50/08,G01C21/26@A,G01C21/26@B,G01C21/26@C,G01C21/36,B60W50/14,B60W40/08,B60W40/06,G08G1/16@C,B60W30/00,B60W40/04,B60W60/00","(57)【要約】
  自動運転制御計画作成部（１１）は、自車両を自動運<BR>転させる区間である自動運転区間、および、自動運転区<BR>間の終盤において自車両を自動運転から手動運転へ切り<BR>替えるための区間である運転切替準備区間の計画を含む<BR>自動運転制御計画を作成する。運転負荷算出部（１２）<BR>は、運転切替準備区間の各地点について、運転者が自車<BR>両を手動運転する場合に運転者にかかる運転負荷を予測<BR>する。運転切替許可判定部（１３）は、予測された各地<BR>点の運転負荷に基づき、運転切替準備区間から、自動運<BR>転から手動運転への切り替えを許可しない区間である切<BR>替不許可区間を抽出する。運転切替準備区間補償部（１<BR>４）は、運転切替準備区間内に切替不許可区間が存在し<BR>た場合、その長さに応じて、運転切替準備区間を長くす<BR>るように運転切替準備区間の始点を変更する。
","WO2018/092201","","特許6461443","","再表2018/092201","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-092201/7C3F18A268C944831E0D75CAD5318E698B939BCF5F83248F384388052B1379ED/19/ja"
"特開2018-081624","特願2016-225084","2016/11/18","2018/05/24","車両システム","トヨタ自動車株式会社","G08G1/16@F,B60K28/02,B60K35/00@A,G08B21/06,B60W50/16,B60W60/00","(57)【要約】
【課題】運転者の状態に応じて運転に注意を向けるよう<BR>に運転者に働きかける車両システムを提供する。
【解決手段】車両システム１は、振動発生部２０３及び<BR>音出力部２０２の少なくとも一方とＨＵＤの表示領域に<BR>表示を投影する表示投影部とを有する警報部２０と、警<BR>報部２０に光刺激を提示させる制御部１０６と、運転者<BR>が前方を向いているか否かを判定する第１判定部１０７<BR>と、運転者がステアリングを把持したか否かを判定する<BR>第２判定部１０８と、を備え、制御部は、光刺激の提示<BR>中に運転者が前方を向いていないと判定された場合には<BR>、振動又は音出力の何れかである第１の警報を警報部に<BR>実行させ、第１の警報の開始から所定時間経過までに運<BR>転者がステアリングを把持していないと判定された場合<BR>には、振動及び音出力を含む第２の警報を警報部に実行<BR>させる。
【選択図】図１１
","特開2018-081624","","特許6540663","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-081624/F333A1143F2DAF0A4A43C28AB5D667472C14A8128F7B349557F1AFF31FDA04E3/11/ja"
"特開2018-081623","特願2016-225083","2016/11/18","2018/05/24","車両制御システム、車両制御方法、および車両制御プログラム","本田技研工業株式会社","G08G1/09@V,B60R21/00,628@B,B60W50/10,B60W50/14,G08G1/09@H,B60R21/00,992,B60R21/00,993,B60R21/00,991,B60W60/00","(57)【要約】
【課題】走行中の車内から特定の風景を見やすくするこ<BR>とができる車両制御システム、車両制御方法、および車<BR>両制御プログラムを提供することを目的の一つとする。
【解決手段】自車両の加減速または操舵の少なくとも一<BR>方を制御する自動運転制御部と、前記自車両の周辺に予<BR>め決められたターゲットが存在するか否かを判定し、前<BR>記自車両の周辺に前記ターゲットが存在すると判定した<BR>場合、前記自車両の車内から前記ターゲットが視認可能<BR>となるように前記自車両の運転を制御するターゲット視<BR>認優先制御を行うように前記自動運転制御部に要求する<BR>ターゲット視認制御部と、を備える車両制御システム。
【選択図】図１
","特開2018-081623","","特許6663343","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-081623/890C3562F5BF3BA5F8D76061C6E5BD56DCE11E0BFBD37F4946302E4F046FE7FA/11/ja"
"特開2018-081471","特願2016-222913","2016/11/16","2018/05/24","路上区画線認識装置、路上区画線認識方法、路上区画線認識装置を備えた運転支援装置、および路上区画線認識方法を備えた運転支援方法","三菱電機株式会社","G08G1/16@C,B60R21/00,624@C,B60R21/00,626@A,B60W40/06,B60W50/14,B60W30/12,G06T7/60,200@J,G06T7/00,650,B60R21/00,991","(57)【要約】
【課題】移動体が移動する路面上の区画線の形状を高精<BR>度に認識することができる路上区画線認識装置を得る。
【解決手段】移動体の前方を撮像する前方撮像部と、前<BR>方撮像部が撮像した画像から、路面上の区画線の形状を<BR>前方区画線形状として検出するとともに、前方区画線形<BR>状の信頼度を第１信頼度として算出する前方区画線検出<BR>部と、移動体の周辺を撮像する周辺撮像部と、周辺撮像<BR>部が撮像した画像から、路面上の区画線の形状を周辺区<BR>画線形状として検出するとともに、周辺区画線形状の信<BR>頼度を第２信頼度として算出する周辺区画線検出部と、<BR>前方区画線形状と周辺区画線形状とを、第１信頼度およ<BR>び第２信頼度に基づいて選択または組み合わせることで<BR>、移動体が移動する路面上の区画線の形状を判定する区<BR>画線形状判定部とを備える。
【選択図】図１
","特開2018-081471","","特許6336010","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-081471/0B79B6781B9AAD38B7ADB5236F2B5E174A13C80060F9B17EE97681F515614E7F/11/ja"
"特開2018-079707","特願2016-221197","2016/11/14","2018/05/24","停車制御装置","本田技研工業株式会社","B60K28/06@Z,B60W40/08,B60W30/06,B60W50/14,B60T7/12@B,B60T7/14","(57)【要約】
【課題】
  運転者が運転困難となる緊急事態が生じたときに自車<BR>両を自動停車させる停車制御装置において、自動停車制<BR>御の起動や解除のタイミングに関連して生じ得る運転者<BR>の混乱を軽減する。
【解決手段】
  運転者の停車意図を検知する停車意図検知部１７０と<BR>、運転者が運転不能状態であることを検知する運転不能<BR>状態検知部１７２と、前記停車意図検知部において前記<BR>停車意図が検知されたか否か、及び又は前記運転不能状<BR>態検知部において前記運転不能状態であることが検知さ<BR>れたか否かに基づいて、自車両を減速して停車させる自<BR>動停車制御を実行する停車制御部１７６と、前記自動停<BR>車制御の起動判断の状況、当該制御の状態、及び又は当<BR>該制御の解除判断の状況についての情報を表示装置１４<BR>４に表示する状態表示部１７４と、を備える。
【選択図】図１
","特開2018-079707","","特許6552472","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-079707/04F00BB06AA3FB29E5DA9BA49BFD284B604AF8A992354C0DA8555B277015E7CE/11/ja"
"特開2018-079702","特願2016-221116","2016/11/14","2018/05/24","車両用表示装置","日本精機株式会社","B60R11/02@C,B60W50/14","(57)【要約】
【課題】  車線変更の様子を違和感なく表示できる車両<BR>用表示装置を提供する。
【解決手段】  車両用表示装置は、自車両を模した自車<BR>画像３１及び道路の白線を模したライン画像３２Ａ，３<BR>２Ｂ，３２Ｃ，３２Ｄを表示する。表示器１００は、画<BR>面１０１を有する。制御手段８は、表示器１００に画像<BR>を表示させる。制御手段８は、車線変更の際に、画面１<BR>０１の一定位置に自車画像３１を表示させると共に、ラ<BR>イン画像３２Ａ，３２Ｂ，３２Ｃ，３２Ｄを移動させる<BR>。車線変更の際に、画面１０１の第一所定領域Ｔから外<BR>れたライン画像３２Ａ，３２Ｂ，３２Ｃ，３２Ｄを表示<BR>しない。
【選択図】  図４
","特開2018-079702","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-079702/577F77CC971687DC076F7A7BD8ABFCA830B23C09FEA849ED3A4DDAB9E3A12F14/11/ja"
"再表2018/087883","特願2018-549715","2016/11/11","2018/05/17","車両制御システム、車両制御方法、および車両制御プログラム","本田技研工業株式会社","B60W50/14,B60W60/00","(57)【要約】
車両制御システムにおいて、車両の周辺車両の位置を認<BR>識する外界認識部と、前記外界認識部により認識された<BR>周辺車両の位置に基づいて、複数の軌道の候補を生成す<BR>る軌道生成部と、前記軌道生成部により生成された複数<BR>の軌道の候補のうち、前記車両が走行可能な軌道と、前<BR>記車両が走行不能な軌道とを示す画像を表示部に表示さ<BR>せる表示制御部と、を備える。
","WO2018/087883","","特許6695999","","再表2018/087883","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-087883/936787DCF45B4C5EE1BB9A5EEAE45C3001738FC4DF508763388CA1EE34B3167F/19/ja"
"再表2018/087877","特願2018-549709","2016/11/11","2018/05/17","車両制御システム、車両制御方法、および車両制御プログラム","本田技研工業株式会社","B60W50/14,B60R11/04,G08G1/16@F,B60W60/00,B60K28/06@A,B60W40/08","(57)【要約】
  車両制御システムは、車両の速度制御または操舵制御<BR>のうち少なくとも一方を自動的に制御する自動運転を実<BR>行する自動運転制御部と、車両の乗員の覚醒度合を推定<BR>する推定部と、前記自動運転制御部により前記自動運転<BR>が実行されているときに、前記推定部により、覚醒度合<BR>が基準以下であると推定された場合、車両の乗員にとっ<BR>て能動的な行為を要求する第１コンテンツを出力部に出<BR>力させる出力制御部とを備えることにより、車両の乗員<BR>の覚醒度合を自動運転において必要なレベル以上に維持<BR>させることができる。
","WO2018/087877","","特許6766171","","再表2018/087877","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-087877/3D8E0B94BDE269DF05787AAC5A4767974B2C8032034F15041BFE0DF29FA491B2/19/ja"
"再表2018/087862","特願2018-549694","2016/11/10","2018/05/17","車両制御システム、車両制御方法、および車両制御プログラム","本田技研工業株式会社","B60W50/10,B60W10/00,134,B60W30/12,G08G1/16@A,B60W60/00","(57)【要約】
  車両制御システムは、車両の加減速または操舵のうち<BR>少なくとも一方を自動的に制御する自動運転を実行する<BR>自動運転制御部と、前記自動運転制御部により実行され<BR>る自動運転のモードを設定する設定部であって前記車両<BR>の乗員が運転席に着座している必要のあるモードで自動<BR>運転が実行されており且つ所定の条件が成立した場合に<BR>、前記自動運転のモードを、前記運転席に着座する乗員<BR>の交代を可能にする交代可能モードに設定するモード設<BR>定部とを備えることにより、自動運転中において、スム<BR>ーズに乗員の交代を行わせることができる。
","WO2018/087862","","特許6846431","","再表2018/087862","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-087862/6B3155871AE293838F1265D92DD39384140BECF03C531035F889EACC42DAFBD5/19/ja"
"再表2018/087828","特願2018-549672","2016/11/09","2018/05/17","車両制御システム、車両制御方法、および車両制御プログラム","本田技研工業株式会社","G08G1/16@A,B60W10/00,134,B60W10/04,B60W10/20,B60W40/08,B60W50/08,G08G1/09@F,G08G1/09@V,H04Q9/00,301@B,B60W60/00","(57)【要約】
  自動運転制御部により自動運転から手動運転に切り替<BR>えられる場合において第２の条件が成立した場合に、通<BR>信部を用いて車外設備に遠隔操作を依頼し、車外設備か<BR>ら受信した制御情報に基づいて車両の加減速または操舵<BR>の少なくとも一方を自動的に制御する被遠隔運転を実行<BR>する。
","WO2018/087828","","特許6663506","","再表2018/087828","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2018-087828/B9306E0BFEA2875BCEE727D2EA289000F9B15FC9A542DEF7FC60661863594470/19/ja"
