"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","文献URL"
"特開2019-217935","特願2018-117565","2018/06/21","2019/12/26","制御装置及び制御方法","ローベルト　ボッシュ　ゲゼルシャフト　ミット　ベシュレンクテル　ハフツング","B60W30/02,B60W50/10,B60W10/04","(57)【要約】
【課題】本発明は、鞍乗り型車両の姿勢を適切に安定化<BR>することができる制御装置及び制御方法を得るものであ<BR>る。
【解決手段】本発明に係る制御装置及び制御方法では、<BR>鞍乗り型車両がジャンプしているときに、車輪の回転速<BR>度を上昇又は下降させることにより鞍乗り型車両の姿勢<BR>を制御する自動姿勢制御が、鞍乗り型車両のジャンプし<BR>ているときの姿勢情報に応じて実行される。更に、ドラ<BR>イバが鞍乗り型車両のジャンプしているときの姿勢を自<BR>動姿勢制御によらずに制御する意思を有するか否かが判<BR>定され、ドライバが当該意思を有すると判定された場合<BR>、自動姿勢制御が禁止される。
【選択図】図５
","特開2019-217935","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-217935/FB9CDEB78233C3B716C32E194FB6555DC95306A6D5D3F82C7E65A4C862FB9304/11/ja"
"特開2019-217921","特願2018-117256","2018/06/20","2019/12/26","作業車両","ヤンマー株式会社","B60W30/20,A01B63/10@A,B60W10/06,B60W10/10,B60W10/30,B60W10/00,148,B60W50/14,F02D29/00@B","(57)【要約】
【課題】作業車両の振動をより確実に抑制することがで<BR>きるようにする。
【解決手段】作業車両において、電子制御によってエン<BR>ジン回転数が変更されるエンジン１４と、電子制御によ<BR>って走行用の動力を変速する走行用変速装置３０と、車<BR>体の振動を検出する振動センサ４９と、振動センサ４９<BR>の検出値が閾値以上のときに車体の振動を低下させる振<BR>動抑制制御を行う振動抑制制御部２２Ｈとを備え、振動<BR>抑制制御部２２Ｈは、振動抑制制御で実行する複数の振<BR>動抑制処理として、少なくとも、エンジン回転数を変更<BR>する回転数変更処理と、走行用の動力を変速する走行動<BR>力変速処理とを有し、振動抑制制御においては、複数の<BR>振動抑制処理のうちのいずれかの振動抑制処理を実行し<BR>、その実行後も振動センサ４９の検出値が閾値以上のと<BR>きは、複数の振動抑制処理のうちの未実行のいずれかの<BR>振動抑制処理を実行する制御作動を繰り返す。
【選択図】図３
","特開2019-217921","","","拒絶2022-017427","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-217921/9191A297F0692A7A318F76F8A04B5CFD77F7CCB7AECDD867D7EFCEE47D16048B/11/ja"
"特開2019-217904","特願2018-116693","2018/06/20","2019/12/26","車両制御システムおよび車両制御装置","株式会社デンソー","B60W30/188,B60W40/08,B60L15/20@J,B60W60/00","(57)【要約】
【課題】車両の乗員の状態に応じて車両の加減速度を適<BR>切に制御し、乗員の安全性および快適性を向上する。
【解決手段】通信部６０を有する車両１００の車両制御<BR>システム６００は、車両に搭載され、車両を制御する車<BR>両制御装置１０と、通信部を介して車両制御装置と接続<BR>される外部装置５００と、を備え、車両制御装置は、車<BR>両を利用する者に関する予め定められた種類の情報であ<BR>る固定属性情報ＫＩ、ＫＩ１、ＫＩ２、ＫＩ３を外部装<BR>置から取得する乗員属性取得部２１と、車両の走行に伴<BR>う加減速度であって、車両の少なくとも１軸方向の加減<BR>速度を、取得された固定属性情報に応じて決定する加減<BR>速度決定部２２と、決定された加減速度以内で車両を走<BR>行させる車両制御部２６と、を有し、外部装置は、車両<BR>を利用する者から固定属性情報の入力を受け付ける入力<BR>受付部５２１を有する。
【選択図】図１
","特開2019-217904","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-217904/172D0095DB118E696ED5EF479A02DE32C133CE91CF3D794018EEF99F41C0E000/11/ja"
"特開2019-217903","特願2018-116691","2018/06/20","2019/12/26","移動体制御システムおよび移動体制御装置","株式会社デンソー","B60W30/188,B60W40/13,B60W50/08,B60L7/18,B60L15/20@J,B60W60/00","(57)【要約】
【課題】移動体の走行状態にかかわらず移動体の重量を<BR>推定し、移動体の発車時および停車時の加減速度を移動<BR>体の重量の増減に応じて調整する。
【解決手段】移動体制御システムは、駆動部（１８）を<BR>有する移動体（１０）と、移動体を制御する移動体制御<BR>装置（２０、４０）と、移動体制御装置に移動体に積載<BR>する対象物の少なくとも重量に関する積載情報（７０）<BR>を送信するための情報通信端末（６０）と、を備える。<BR>移動体制御装置は、積載情報を受け取る入力部（１２、<BR>４２）と、積載情報を用いて、移動体を予め定められた<BR>加減速度で走行させるためのトルク発生量を決定するト<BR>ルク決定部（４６）と、トルク発生量を用いて駆動部を<BR>制御し、移動体を加減速度で走行させる駆動制御部（２<BR>２）と、を備える。積載情報は、移動体を利用する者の<BR>情報通信端末の操作によって入力部に送信される。
【選択図】図１
","特開2019-217903","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-217903/E89C3561E4E434AD9B30CFB8D6D48DDC1C41565B660D4EECF94F381A7613D82F/11/ja"
"特開2019-217847","特願2018-115313","2018/06/18","2019/12/26","自動運転車両","本田技研工業株式会社","B60W50/08,B62D15/00,B62D57/02@Z,B60W50/10,B60W50/14,B60B19/14,B60W60/00","(57)【要約】
【課題】複数の球状タイヤ又は複数の座席を備えた場合<BR>において、利便性及び商品性を向上させることができる<BR>自動運転車両を提供する。
【解決手段】自動運転車両１は、４つの球状タイヤ２を<BR>駆動するタイヤ駆動装置３０とＥＣＵ１１を備える。Ｅ<BR>ＣＵ１１は、走行軌道Ｔｒ＿ｓｋを、運転操作信号が入<BR>力インターフェース２０から入力されたときには運転操<BR>作信号及び操作環境に応じて決定し、運転操作信号が入<BR>力されていないときには走路環境に応じて決定し、走行<BR>軌道Ｔｒ＿ｓｋに応じて、タイヤ駆動装置３０を制御す<BR>る。入力インターフェース２０の表示装置２２は、模型<BR>入力装置２１が搭乗者によって操作されたときに、運転<BR>操作信号をＥＣＵ１１に入力する。
【選択図】図２
","特開2019-217847","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-217847/433F95EA396DD2ADCD613906AD0DEFF7B97EB010CF8C9E969CE43E63DE58D6E4/11/ja"
"特開2019-217845","特願2018-115302","2018/06/18","2019/12/26","車両用制御装置","本田技研工業株式会社","B60W30/188,B60W40/08,B60K23/04@E,B60K17/348@B,B60W60/00","(57)【要約】      （修正有）
【課題】運転者が単独で車両に乗車する場合における運<BR>転者の乗り心地と車両に同乗者が乗車する場合における<BR>同乗者の乗り心地とが快適になるように制御する。
【解決手段】車両１の走行制御を行う車両用制御装置１<BR>００であって、動力源ＥＧ，ＭＴから駆動輪ＷＬｆ，Ｗ<BR>Ｒｆに伝達する動力を制御する走行制御部１２０と、乗<BR>員の乗車位置を検知する乗員情報取得部と、を有し、乗<BR>員には、運転者と一人又は複数の同乗者とを含み、走行<BR>制御部１２０は、乗員が運転者のみである場合と、乗員<BR>に同乗者が含まれる場合とで、動力源ＥＧ，ＭＴから駆<BR>動輪ＷＬｆ，ＷＲｆに伝達する動力を異ならせ、且つ、<BR>乗員の乗車位置に応じて、動力源ＥＧ，ＭＴから駆動輪<BR>ＷＬｆ，ＷＲｆに伝達する動力を異ならせる。
【選択図】図２
","特開2019-217845","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-217845/B28A32F7B641C67FF55801DA084070A2B9381F31FA7A4AACBE51BB17F0C81143/11/ja"
"特開2019-217828","特願2018-114870","2018/06/15","2019/12/26","車両制御装置、車両制御方法、およびプログラム","本田技研工業株式会社","B60W30/09,B62D6/00,B60W40/09,B60W40/06,B60W30/10,B60W40/04,B60T7/12@F,B60T7/12@Z,G08G1/16@C,G08G1/09@H,G08G1/09@F,G08G1/0969,B62D101:00,B62D103:00,B62D111:00,B62D137:00,G16Y10/40,B60W60/00","(57)【要約】      （修正有）
【課題】自車両の置かれた環境に基づいて、合理的にタ<BR>ーゲット位置を選択することができる車両制御装置、車<BR>両制御方法、およびプログラムを提供すること。
【解決手段】自車両の周辺状況を認識する認識部１３０<BR>と、前記認識部により認識された周辺状況に基づいて、<BR>前記自車両の加減速および操舵を制御する運転制御部１<BR>４０、１６０と、を備え、前記運転制御部１４０、１６<BR>０は、前記自車両を車線変更させる場合、一以上のター<BR>ゲット位置候補にそれぞれ与えられている複数の評価値<BR>に基づいて前記一以上のターゲット位置候補を評価し、<BR>評価結果に基づいて、前記一以上のターゲット位置候補<BR>からターゲット位置を選択し、前記自車両の置かれた環<BR>境に基づいて、前記一以上のターゲット位置候補を評価<BR>する際の評価規則を変更する、自動運転制御装置１００<BR>。
【選択図】図２
","特開2019-217828","","特許6753895","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-217828/58E17758CBCD75BEA34C1CF03E9D0D1EE5349FD2A0F3465DF609A56BF9FBB892/11/ja"
"再表2019/239747","特願2020-525334","2019/05/08","2019/12/19","車両制御装置","日立オートモティブシステムズ株式会社","B60W30/08,B60W50/14,B60W40/04,G08G1/16@C","(57)【要約】
  従来、対向車両がトレーラーの様な車長の長いものの<BR>場合、本来すれ違えない状況ですれ違い可能とするなど<BR>の課題があった。本発明は、すれ違い制御部１２による<BR>すれ違いエリア生成の具体例を示す図である。すれ違い<BR>制御部１２は、自車両１４７と対向車両１４８の車幅と<BR>車長から自車両すれ違いエリア１４４と対向車両すれ違<BR>いエリア１４５を生成する。生成したすれ違いエリア同<BR>士が重ならない位置を探索し、すれ違い位置として設定<BR>する。すれ違い位置は自車両後方も候補とする。また、<BR>すれ違いエリア同士が重なる組み合わせや、人や障害物<BR>１５１および溝等の走行不可領域１５２に重なるすれ違<BR>いエリアは自車両すれ違い不可エリア１４９、対向車両<BR>すれ違い不可エリア１５０として設定する。
","WO2019/239747","","","","再表2019/239747","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-239747/DFAC008849294A220191995D7C7221C2D8A258201FDA35AE55F14FEA0D6FBBA2/19/ja"
"再表2019/239725","特願2020-525312","2019/04/23","2019/12/19","車両制御装置","日立オートモティブシステムズ株式会社","H04N7/18@J,G08G1/16@C,B60R1/00@A,B60R11/02@C,B60W30/08,B60W50/14,B60R1/00","(57)【要約】
乗員が自車両の障害物の有無を映像で容易に確認するこ<BR>とができる車両制御装置を得ること。
本発明の車両制御装置１０は、車両２０の外界を撮像す<BR>る複数の撮像部２５と、複数の撮像部２５で撮像された<BR>複数の撮像画像を合成して周辺映像Ｄ１を生成する周辺<BR>映像合成部１０４１と、車両２０の走行経路Ｉ１上に障<BR>害物Ｂ１が存在するか否かを判定する衝突判定部１０５<BR>２と、複数の撮像画像の中から障害物が撮像されている<BR>撮像画像を選択し、選択された撮像画像を含む警報映像<BR>Ｄ３を生成する警報映像生成部１０４２と、衝突判定部<BR>１０５２により障害物が存在しないと判定された場合に<BR>周辺映像Ｄ１を表示させ、障害物が存在すると判定され<BR>た場合に警報映像Ｄ３を表示させる処理を行う表示映像<BR>切替部１０４３を備える。
","WO2019/239725","","特許7121120","","再表2019/239725","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-239725/2159DF4A8C28A88A31252A0F2E6EF969B71DC0A17DB77B57DAFF108DC8397B87/19/ja"
"特開2019-215805","特願2018-113741","2018/06/14","2019/12/19","運転支援装置、ナビゲーションシステム、及び、運転支援プログラム","三菱電機株式会社","G08G1/16@C,G01C21/26@A,B60W50/14,B60W30/14,G08G1/0969,G08G1/16@F","(57)【要約】
【課題】運転者の状態に応じて、運転者が自車両を車線<BR>変更するための誘導を適切なタイミングで行うことがで<BR>きる運転支援装置を提供する。
【解決手段】運転支援装置１は、自車両が走行している<BR>走行位置と自車両が進路変更する進路変更位置との間の<BR>距離を示す距離情報を取得する距離取得部１１と、自車<BR>両が車線変更する必要があるか否かを判定する車線変更<BR>判定部１３と、自車両が車線変更後に走行する予定の車<BR>線を走行している他車両の自車両に対する相対位置及び<BR>相対速度を示す相対情報を生成する相対情報生成部１５<BR>と、自車両の運転者の疲労状態を判定する疲労状態判定<BR>部１８と、距離情報、相対情報、及び運転者の疲労状態<BR>に基づいて、車線変更指示通知、加速指示通知、及び減<BR>速指示通知のそれぞれについて、通知を行うか否かを判<BR>定する通知判定部１９と、を備えた。
【選択図】図１
","特開2019-215805","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-215805/60BB9F4AF52640331DDBB412BD2427729B881FB1077A01414BFD251C22DBB78F/11/ja"
"特開2019-215780","特願2018-113555","2018/06/14","2019/12/19","車両制御システム","日本精機株式会社","G08G1/16@C,B60W40/08,B60H1/32,622@Z,G06T7/00,650@A,B60W60/00,G06T7/00,650","(57)【要約】
【課題】停車中の車両内に存在する乗員が熱中症にかか<BR>る危険度をより低減することが可能な車両制御システム<BR>を提供する。
【解決手段】本発明に係る車両制御システム１は、停車<BR>中の車両外の気温を検出する気温検出手段２と、車両内<BR>に乗員が存在するか否かを検出する乗員検出手段３と、<BR>車両を日陰に自動運転可能な車両自動運転手段７と、検<BR>出された停車中の車両外の気温が所定の閾値を超え、か<BR>つ、車両内に乗員の存在が検出された場合に、車両を日<BR>陰に自動運転させるように車両自動運転手段７を制御す<BR>る車両制御手段１１とを備えるものである。
【選択図】図１
","特開2019-215780","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-215780/F7F36B27B4069F1C868ECED08230C3A970FFB8A137817ADE0FDFB73DD4366DE0/11/ja"
"特開2019-215665","特願2018-112028","2018/06/12","2019/12/19","自動バレーパーキングシステム","ＩＨＩ運搬機械株式会社","G08G1/00@X,E04H6/42@C,G08G1/14@A,H04Q9/00,301@Z,G06Q50/10,B60W30/06,B60W40/08,B60W50/14,B60W60/00","(57)【要約】
【課題】自動運転車両の入庫時に車室内に人が取り残さ<BR>れた状態で自動走行が開始されることを確実に防止し得<BR>る自動バレーパーキングシステムを設備コストの大幅な<BR>高騰を避けつつ実現する。
【解決手段】乗降場所で乗員が降車した自動運転車両１<BR>を管制システム３により自動走行させて駐車設備２の駐<BR>車スペースに入庫させる一方、該駐車スペースから前記<BR>管制システム３により出庫させた自動運転車両１を乗員<BR>が待つ乗降場所まで誘導するようにした自動バレーパー<BR>キングシステムに関し、自動運転車両１に車室内の人の<BR>有無を検知する着座センサ４（検出器）を装備し、該着<BR>座センサ４と前記管制システム３とを無線接続し、該管<BR>制システム３を前記自動運転車両１の入庫開始時に前記<BR>着座センサ４の検出情報を要求し且つその応答信号を確<BR>認して無人状態の場合に限り前記自動運転車両１の自動<BR>走行を開始するように構成する。
【選択図】図１
","特開2019-215665","","特許7162451","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2019-215665/11C3574A5E89001BF746A2B26C78891C82AAB6E15D62E9F7CB698759F1F59EEB/11/ja"
