"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","文献URL"
"特開2014-227866","特願2013-106363","2013/05/20","2014/12/08","車両の運転支援装置","日産自動車株式会社","B60K26/04,B60W50/16,F02D11/04@C,F02D11/10@K","(57)【要約】
【課題】  燃費の悪化を抑制しつつ、運転者の所望する<BR>加速度を発生させることができる車両の運転支援装置を<BR>提供する。
【解決手段】  運転者の要求加速度を予測する要求加速<BR>度予測部7と、要求加速度を得るアクセルペダル操作量<BR>である許可操作量を演算する許可操作量演算部8と、ア<BR>クセルペダル操作量が許可操作量を超えた場合、あらか<BR>じめ設定されたアクセルペダル反力特性に基づくアクセ<BR>ルペダル反力に対し、アクセルペダル反力を大きくする<BR>アクセルペダル反力制御部10と、を備えた。
【選択図】  図１
","特開2014-227866","","","拒絶2017-014121","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-227866/4A695CE9C6FBE46E0CFCD79FD6CAAE4E2FC69548E97DFA0F5A8488A3E0A19580/11/ja"
"特開2014-226997","特願2013-107117","2013/05/21","2014/12/08","ドライバ確認装置","株式会社デンソー","B60R11/02@C,B60W40/08,G06T7/60,150@P,G08B21/02,G08G1/127@A,G08G1/16@C,G06T7/00,650,G06T7/60,G06T7/70@B","(57)【要約】
【課題】車両の安全性を向上させることができるドライ<BR>バ確認装置を提供すること。
【解決手段】車両（１０１）のドライバの顔画像を取得<BR>する顔画像取得手段（３）と、前記車両の停車中に前記<BR>顔画像取得手段により取得した前記顔画像に基き、前記<BR>ドライバの顔向き及び／又は視線の方向を抽出する抽出<BR>手段（７）と、前記抽出手段により抽出した前記顔向き<BR>及び／又は視線の方向が、前記車両の乗客を視認可能な<BR>、予め設定された視認範囲の中にあるか否かを判断する<BR>第１の判断手段（７）と、を備えることを特徴とするド<BR>ライバ確認装置（１）。
【選択図】図１
","特開2014-226997","","特許5949660","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-226997/6B10BBD957D2754D01A55E6298AE8DC3B4503176568974E657A9713E3796492F/11/ja"
"特表2016-523755","特願2016-516217","2014/05/21","2014/12/04","自律モードにある自動車の作動時間を推定するための装置及び関連する方法","ルノー　エス．ア．エス．","B60W40/04,G01C21/34,B60W50/14,G16Y10/40,B60W60/00","(57)【要約】
  出発地点（Ａ）と目標地点（Ｂ）との間の少なくとも<BR>１つのルートに対して、自律モードにある自動車（１）<BR>の作動時間を推定するための装置であって、推定装置（<BR>１０）は、識別エレメント（２０）及び前記少なくとも<BR>１つのルートに沿って車両（１）の自律モードでの作動<BR>に対して承認された道路部分（ＰＣｍ）を特性評価する<BR>ためのエレメント（３０）に接続されており、本発明に<BR>よれば、前記推定装置（１０）は、道路の承認済み部分<BR>（ＰＣｍ）の特性評価に基づいて、車両（１）が自律モ<BR>ードで作動することができる時間を計算するための計算<BR>ユニット（５０）を備える。
【選択図】図２
","特表2016-523755","","特許6461110","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2016-523755/33B458C8511BFA859517ACD82B64A0034330C026F300B65F09919445864A5D21/11/ja"
"特表2016-539037","特願2016-515709","2014/05/15","2014/12/04","手動モード及び自律モードにある輸送体のための作動方法","ルノー　エス．ア．エス．","B60W50/14,B62D101:00,B62D6/00,G08G1/16@C,B62D109:00,B60W30/16,G08G1/09@V,B62D119:00,B60W30/12,B60W50/08,B60W60/00","(57)【要約】
  輸送体のための本発明による作動方法は、前後方向の<BR>変位及び横方向の変位が人間の運転手によって制御され<BR>る手動モードでの運転のためのステップ、並びに前後方<BR>向の変位及び横方向の変位が自動化されたシステムによ<BR>って制御される自律モードでの運転のためのステップを<BR>含む。方法では、自動化されたシステムが、自律モード<BR>が許可される区域の終わりから輸送体を分かつ第１の距<BR>離（Ｄ１）を受信（２４３）した場合に、人間の運転手<BR>に警告するステップ（２４６）が少なくとも自律モード<BR>において起動される。人間の運転手が、自動化されたシ<BR>ステムによる第１の距離（Ｄ１）の受信の後に、輸送体<BR>の制御を再開しない場合に、前記区域の終わりに到達す<BR>る前に前記輸送体を自動的に停止するステップ（２４８<BR>）が自律モードにおいて起動される。
【選択図】図２
","特表2016-539037","","特許6449254","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2016-539037/D018ECE012FC5537311F1CB488C1BA166CA0864B5F200969C1E91532864CE159/11/ja"
"特表2016-539038","特願2016-515710","2014/05/15","2014/12/04","手動モード及び自律モードにある輸送体のための作動方法","ルノー　エス．ア．エス．","B60T7/12@B,B60W50/14,G08G1/00@X,B60W50/08,B60T8/17@D,B60W30/12,B60W30/16,B60W60/00","(57)【要約】
  輸送体のための本発明による作動方法は、前後方向の<BR>変位及び横方向の変位が人間の運転手によって制御され<BR>る手動モードでの運転のためのステップ、並びに前後方<BR>向の変位及び横方向の変位が自動化されたシステムによ<BR>って制御される自律モードでの運転のためのステップを<BR>含む。方法では、準自律モードでの運転のためのステッ<BR>プ（３４０）は、人間の運転手が、自動化されたシステ<BR>ムが横方向の動きを制御し続けるように前後方向の動き<BR>を再開する（３５１）か、又は自動化されたシステムが<BR>前後方向の動きを制御し続けるように横方向の動きを再<BR>開する（３４１）かのいずれかによって、自律モードか<BR>ら起動される。準自律モードでは、１以上の自動停止ス<BR>テップ（３４４、３５４）は、人間の運転手が、自動化<BR>されたシステムによって制御され続ける横方向の変位及<BR>び前後方向の変位の制御を素早く再開（３４３、３５３<BR>）しない場合に、輸送体を制動することから成る。
【選択図】図３
","特表2016-539038","","特許6378322","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2016-539038/60815FCDF58B272E6E4D8270D241757D6F97B73A93DA42760DF9FC95A72376D5/11/ja"
"特開2014-225076","特願2013-103032","2013/05/15","2014/12/04","運転評価装置","株式会社デンソー","B60R16/02,650@J,B60W50/14,F02D29/02@L,G08G1/00@D,G08G1/16@C","(57)【要約】
【課題】出力された運転アドバイスに基づいて運転の改<BR>善を試みた場合に、実際に運転が改善されたことを把握<BR>できるようにする。
【解決手段】運転評価装置１０は、車両の挙動を検出す<BR>る車両挙動検出部１２と、車両の挙動が基準範囲外であ<BR>る場合に運転アドバイスを出力する運転アドバイス出力<BR>処理部２１と、運転アドバイスの出力後における車両の<BR>挙動が基準範囲内であるか否かを判定する挙動判定処理<BR>部２２と、車両の挙動が基準範囲内である場合に、車両<BR>の運転が改善されたことを示す運転改善実績を出力する<BR>運転改善実績出力処理部２３と、を備える。
【選択図】図１
","特開2014-225076","","特許6123474","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-225076/394E5893777C6FDA5EF3E72EC02411022ABBBC458AFAC94FEFC60538762D22BA/11/ja"
"特表2016-520229","特願2016-514306","2014/03/27","2014/11/27","道路マップのための付加情報を有する運転者支援システム","ローベルト　ボツシユ　ゲゼルシヤフト　ミツト　ベシユレンクテル　ハフツング","G08G1/09@P,B60W50/14,B60W60/00","(57)【要約】
  本発明は、車両用の運転者支援システム、及び、車両<BR>ガイドの際の運転者支援方法に関する。本発明では、場<BR>所特有及び／又は時間特有の交通規則の遵守に関する少<BR>なくとも１つの付加情報が記憶される。当該付加情報は<BR>、運転者支援システムによってアクセスされる。
","特表2016-520229","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2016-520229/C4AEBB9C13D68C5F29ACB36E14D8A1C0CA08FB58F7DC001974F1DDA70CAC00EE/11/ja"
"特開2014-221601","特願2013-101608","2013/05/13","2014/11/27","車速制御装置","トヨタ自動車株式会社","B60W30/18,B60W40/08,F02D29/02,311@B","(57)【要約】
【課題】  駆動力制限制御をキャンセルする際に一時的<BR>な加速を防止することができる車速制御装置の提供。
【解決手段】  設定された上限速度を越えないように車<BR>両の駆動力を制限する駆動力制限制御を行う車速制御装<BR>置であって、前記駆動力制限制御により車両の駆動力を<BR>制限している状況下で、前記駆動力制限制御のキャンセ<BR>ル条件が成立した場合に、車速を低減し、該車速の低減<BR>中に、運転者の加速意思を検出した場合に、車両の駆動<BR>力を増加して、前記駆動力制限制御をキャンセルする。
【選択図】図２
","特開2014-221601","","特許5892108","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-221601/9CF84FC4988DAFF045B2593C076488AFA735909814A25F1F5FFF5BBC101A2452/11/ja"
"特表2016-522114","特願2016-513383","2014/05/16","2014/11/20","車両牽引制御","ジャガー　ランド　ローバー　リミテッド","B60W10/00,120,B60L15/20@Y,B60W10/04,B60W10/184,B60W50/14","(57)【要約】
  走行路面上で移動している車両を設定し、および／ま<BR>たは走行路面上の車両の移動を維持する方法であって、<BR>この方法は、車両が静止状態に維持されるように、制動<BR>トルクおよび駆動トルクを１つまたはそれ以上の車輪に<BR>供給するように指令するステップと、制動トルクを供給<BR>し続けながら、静止状態から移動を開始させるステップ<BR>とを有する。またストラテジは、低摩擦走行路面上にあ<BR>る車両の移動を維持するために実行してもよい。車両移<BR>動の維持を容易にするために、車両ドライバは、アクセ<BR>ルペダル位置等の制御入力を変更するように指示される<BR>。
","特表2016-522114","","特許6387398","拒絶2017-012288","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2016-522114/4B1D2E8F588DAB8B2F059CCE326B73FAB13718632C31A3D593C07A1E8EB192FE/11/ja"
"特開2014-219971","特願2014-087963","2014/04/22","2014/11/20","車衝突防止システム及びその方法","鴻富錦精密工業（深▲セン▼）有限公司,鴻海精密工業股▲ふん▼有限公司","B60R21/00,610@Z,B60R21/00,621@Z,B60R21/00,624@Z,B60R21/00,626@A,B60T7/12@C,B60W10/184,B60W30/09,B60W30/095,B60W50/14,G08G1/16@C,G08G1/16@E,B60R21/00,992,B60R21/00,993","(57)【要約】
【課題】本発明は、車の接近を発見して警告を出し、車<BR>の衝突を防止する車衝突防止システム及びその方法を提<BR>供することを目的とする。
【解決手段】本発明に係る車衝突防止システムは、車の<BR>先端及び後端にそれぞれ設置された２つの磁石と、反発<BR>力検知チップと、制御装置と、を備え、磁石のＳ極は共<BR>に車内又は車外に向き、反発力検知チップは磁石の反発<BR>力を獲得して反発力信号を出力し、制御装置は反発力信<BR>号を受信し、反発力が設定値より上回っているかどうか<BR>を判断し、反発力が設定値より上回る場合、該反発力が<BR>車の先端又は後端のどちらに設置されている磁石から発<BR>生しているかを判断し、設定値より上回る反発力が車の<BR>先端にある磁石から発生していると判断された場合、制<BR>御装置は減速するよう警告を発信し、該反発力が車の後<BR>端にある磁石から発生していると判断された場合、制御<BR>装置は加速するよう警告を発信する。
【選択図】図１
","特開2014-219971","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-219971/F5F346A003E620079B3BD63483BECBC7F40994E6BDCB3EF48892BF55543BBC4E/11/ja"
"特開2014-215265","特願2013-095175","2013/04/30","2014/11/17","運転状態改善装置","株式会社デンソー","B60W50/14,G01C21/00@A,G01C21/26@A,G08G1/16@F,A61B5/18","(57)【要約】
【課題】車両の乗員が違和感あるいは強制感を覚えるこ<BR>となく、運転者の運転状態を改善可能な運転状態改善装<BR>置を提供する。
【解決手段】車両の状態を検出する車両状態検出部と、<BR>車両の状態に基づいて、不適切運転が行われている度合<BR>いを計測する計測部と、車両の乗員が操作入力を行う操<BR>作入力部と、度合いが予め定められた対処レベルに達し<BR>たとき、乗員による操作入力を要求する運転状態改善情<BR>報を出力する情報出力部と、を含む。
【選択図】図１
","特開2014-215265","","特許6037130","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-215265/5C15C4E19E2A91586A34C8FDD641A5CB2956D9C62670352049AEB9E897617812/11/ja"
"特開2014-203261","特願2013-078753","2013/04/04","2014/10/27","車両用運転状態推定装置","日産自動車株式会社","B60R21/00,624@F,B60R21/00,624@G,B60R21/00,626@B,B60R21/00,626@E,B60W30/14,B60W50/08,G08G1/16@C,B60R21/00,992,B60R21/00,993","(57)【要約】
【課題】運転操作子に対するドライバ個人の詳細な運転<BR>状態を推定する。
【解決手段】車両用運転状態推定装置は、設定時間ｔ１<BR>における運転操作子の運転操作量の時間変化の変曲点に<BR>基づき、各２つの変曲点の時間間隔である変曲点間時間<BR>を算出し、算出した変曲点間時間を記憶する。更に、設<BR>定時間ｔ１に対応する変曲点間時間の中央値である時間<BR>中央値を算出する。そして、算出した時間中央値が、記<BR>憶した変曲点間時間の集合の重心値よりも小さいと判定<BR>した運転操作子について、ドライバが該運転操作子の操<BR>作に比較的集中して運転を行っていると推定する。
【選択図】        図５
","特開2014-203261","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-203261/B4D8BD5DACDA9489BA32895145D953AE15CE5689B94EDC009FD57D1E8E4B12A6/11/ja"
"特開2014-203152","特願2013-076770","2013/04/02","2014/10/27","情報送信装置および情報提示装置","パイオニア株式会社","B60W40/04,B60W40/105,B60W50/14,G08G1/01@A,G08G1/13,G08G1/137","(57)【要約】
【課題】特定の移動体の影響を受けずに最適な速度を案<BR>内することができる情報送信装置および情報提示装置を<BR>提供する。
【解決手段】サーバ２０は、通信部２１が、複数の車載<BR>装置１０のそれぞれから、自車情報を収集し、生成部２<BR>２が、通信部２１が収集した車速情報と位置情報とに基<BR>づいて、所定の位置における移動速度の分布を示す速度<BR>分布情報２３ａを生成して車載装置３０からの要求に応<BR>じて送信する。
【選択図】図１
","特開2014-203152","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-203152/1E159595A54A6C2D070FAD4E43377174E7B8ED5D76CDBC75B0FC63275B8B9D4A/11/ja"
"特開2014-201121","特願2013-077068","2013/04/02","2014/10/27","車両制御システム","本田技研工業株式会社","B60K28/06@B,B60W40/08,B60T7/12@Z,F02D29/02,311@C,G08G1/16@F,F02D29/02,311@H","(57)【要約】
【課題】所望の利便性を確保しつつ飲酒運転を適切に防<BR>止する。
【解決手段】車両制御システム１０は、車両の運転者を<BR>対象としてアルコールを検知するアルコール検査器１１<BR>と、アルコール検査器１１によって所定値以上のアルコ<BR>ールが運転者から検知された場合に運転者が飲酒状態で<BR>あると判定するとともに、車両を停止させる車両制御部<BR>２１および走行制御部２２と、を備える。車両制御部２<BR>１は、車両のドアが閉鎖状態から開放状態に切り替えら<BR>れてから車両の始動が指示されるまでの間にアルコール<BR>検査器１１による検知を開始するとともに、アルコール<BR>検査器１１から検知結果が出力される以前に車両の発進<BR>を許可し、アルコール検査器１１から検知結果が出力さ<BR>れるまでの間は、車両の速度を所定速度以下に規制する<BR>。
【選択図】図１
","特開2014-201121","","特許5813689","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-201121/E626309DDB1219316CC6AF7BC8FA5242135A0319855E1A9132818DC03434488A/11/ja"
"特開2014-201106","特願2013-076717","2013/04/02","2014/10/27","車両の制御装置","トヨタ自動車株式会社","B60K6/20,370,B60T8/1755@A,B60W10/06,B60W10/184,B60W30/045,B60W50/10,B62D6/00,B62D101:00,B62D113:00,B62D137:00,F02D29/02,341,B60W10/00,900,B60W10/18,900,B60W20/00","(57)【要約】
【課題】旋回性向上制御を終了する際の駆動力の復帰制<BR>御と運転者による加減速要求とが重複した場合でも、運<BR>転者に違和感を与えることなく、旋回性向上制御からの<BR>復帰を適切に実行することができる車両の制御装置を提<BR>供すること。
【解決手段】駆動力を制御して旋回走行時の車両挙動を<BR>安定させる旋回性向上制御を実行する車両の制御装置に<BR>おいて、前記旋回性向上制御によって低下されていた前<BR>記駆動力を増大させて通常の制御状態に復帰させる復帰<BR>制御の実行中に運転者による減速要求操作が行われた場<BR>合に、前記復帰制御を一時的に中断するとともに、前記<BR>車両の実減速度が、前記旋回性向上制御が実行されてい<BR>ない通常時における前記減速要求操作に対応して発生さ<BR>せる前記車両の減速度よりも大きくなるように前記駆動<BR>力を制御した後に、前記復帰制御を再開する対応制御手<BR>段（ステップＳ３～Ｓ５）とを設けた。
【選択図】図２
","特開2014-201106","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-201106/3A0D26F3FF61413A94B6B5E735631F46700DF7A0293514478909D6F48C3F1B24/11/ja"
