"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","文献URL"
"特開2022-178815","特願2021-085881","2021/05/21","2022/12/02","車両制御装置","マツダ株式会社","B60W50/08,G08G1/00@D,G08G1/16@F,B60W50/14,B60W60/00,B60W40/09","(57)【要約】
【課題】運転者の運転能力のレベルに応じて運転支援制<BR>御の自動介入を適切に報知する車両制御装置を提供する<BR>。
【解決手段】車両１の走行環境に起因して車両１に生じ<BR>る可能性のある走行リスクを推定し、走行リスクの発生<BR>を回避するように車両１に対して運転支援制御を実行す<BR>ると共に、運転支援制御の実行を車両１の運転者に報知<BR>する報知処理を実行する車両制御装置１００であって、<BR>車両制御装置１００は、運転者の運転能力の大きさを表<BR>す運転能力値（ＴＡ、ＴＢ）を推定する運転能力評価処<BR>理を実行し、運転支援制御の実行時において、運転能力<BR>値（ＴＡ、ＴＢ）が所定閾値より大きい高能力状態（領<BR>域Ｂ、Ｃ）のとき報知処理を実行するが、運転能力値（<BR>ＴＡ、ＴＢ）が所定閾値以下の低能力状態（領域Ａ）の<BR>とき報知処理を実行しない。
【選択図】図７
","特開2022-178815","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-178815/A2A088F66913056EECE5E116AF62C942E2727DAC9CD064DE4C035D7EFFBF4214/11/ja"
"特開2022-178812","特願2021-085878","2021/05/21","2022/12/02","車両制御装置","マツダ株式会社","B60W50/08,G08G1/00@D,G08G1/16@F,B60W50/14,B60W40/09,B60W60/00","(57)【要約】
【課題】運転者の運転能力を客観的且つ適切に把握する<BR>ことが可能な運転支援装置を提供する。
【解決手段】車両１の運転者による車両操作を支援する<BR>車両制御装置１００は、運転者の車両操作に起因して車<BR>両１にリスクが発生するか否かを判定し、リスクが発生<BR>すると判定した場合に、車両１がリスクを回避するよう<BR>に運転支援制御を実行するように構成されている。車両<BR>制御装置１００は、運転支援制御が実行されたことを記<BR>録し、所定の運転単位における運転支援制御の実行頻度<BR>を計算し、実行頻度に基づいて運転者の運転能力を評価<BR>した運転能力評価情報６０を作成し、運転能力評価情報<BR>６０を運転者に報知する。
【選択図】図６
","特開2022-178812","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-178812/A1211818FA2D812F3CCC073D142A085461EBA74A7599AEF93355F04BD97BB846/11/ja"
"特開2022-178811","特願2021-085877","2021/05/21","2022/12/02","車両制御装置","マツダ株式会社","B60W50/08,G08G1/00@D,G08G1/16@F,B60W30/10,B60W60/00,B60W40/09,B60W30/02,B60W50/14","(57)【要約】
【課題】運転者の運転能力の向上を図る車両制御装置を<BR>提供する。
【解決手段】車両制御装置１００は、車両１を制御可能<BR>なコントローラ１０を備え、コントローラ１０は、交通<BR>リスク値と、走行リスク値と、運転能力値を推定するよ<BR>うに構成されており、コントローラ１０は、走行リスク<BR>が運転能力により回避されない場合、自動車両姿勢安定<BR>化制御がより早く実行されるように、自動車両姿勢安定<BR>化制御が開始される閾値を変更する第１設定変更処理を<BR>実行し、交通リスクが運転能力により回避されない場合<BR>、自動進入回避制御がより早く実行されるように、自動<BR>進入回避制御が開始される閾値を変更する第２設定変更<BR>処理を実行し、交通リスク及び走行リスクが運転能力に<BR>より回避されない場合、又は、運転能力が所定レベルよ<BR>り低い場合、目標走行経路上を走行させるように車両１<BR>を制御する。
【選択図】図６
","特開2022-178811","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-178811/47FECDF0BA2B8319970D1973B6A3620A4FF012C9C39C80D71C803A1CC9C311FB/11/ja"
"特開2022-178810","特願2021-085876","2021/05/21","2022/12/02","車両制御装置","マツダ株式会社","B60W50/08,G08G1/00@D,G08G1/16@F,B60W50/14,B60W40/09,B60W60/00","(57)【要約】
【課題】運転者の運転能力の維持及び向上を図る車両制<BR>御装置を提供する。
【解決手段】車両制御装置１００は、交通環境及び走行<BR>環境において車両１が走行するために要求される運転性<BR>能要求を設定するヒューマン・マシン性能要求設定処理<BR>と、運転者が有する複数の運転機能の各々の運転性能が<BR>運転性能要求を満たすか否かを判定する運転性能判定処<BR>理と、運転者が有する複数の運転機能のうち、運転性能<BR>要求を満たさない運転性能を有する運転者の運転機能を<BR>不全機能として特定する不全機能特定処理と、特定した<BR>不全機能を車両１が代替して実行するように、車両を制<BR>御する運転機能代替処理と、特定した不全機能の運転性<BR>能を運転性能要求のレベルに近づけるように運転者に情<BR>報を提供する運転性能支援処理と、を実行し、運転機能<BR>代替処理及び／又は運転性能支援処理を実行することに<BR>より、運転者及び車両１に運転性能要求を発揮させる。
【選択図】図５
","特開2022-178810","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-178810/4D811729E4C201D3DD4D012E9D8C97302E1EF4B123F1F127D11D789DD6E7197B/11/ja"
"特開2022-178809","特願2021-085875","2021/05/21","2022/12/02","車両制御装置及び車両制御方法","マツダ株式会社","B60W50/08,B60W60/00,B60W40/08,B60W50/14,G08G1/16@C","(57)【要約】
【課題】運転者の運転能力の維持及び向上を図る。
【解決手段】車両制御装置１００は、交通環境及び走行<BR>環境において車両１が走行するために要求される運転性<BR>能要求を設定するヒューマン・マシン性能要求設定処理<BR>と、予測リスクがあるか否かを判定する予測リスク判定<BR>処理と、運転者の運転性能が運転性能要求を満たすか否<BR>かを判定する運転性能判定処理と、運転性能要求を満た<BR>さない運転性能を有する運転者の運転機能を不全機能と<BR>して特定する不全機能特定処理と、予測リスクがある場<BR>合、特定した不全機能を車両１が代替して実行するよう<BR>に、車両を制御する運転機能代替処理と、予測リスクが<BR>ない場合、特定した不全機能の運転性能を運転性能要求<BR>のレベルに近づけるように運転者に情報を提供する運転<BR>性能支援処理と、を実行し、運転機能代替処理及び／又<BR>は運転性能支援処理を実行することにより、運転者及び<BR>車両１に運転性能要求を発揮させる。
【選択図】図６
","特開2022-178809","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-178809/AE73D64A44B9F7E0AAA63276F568E9C6BCCDE3B8D66773D08C88DA440C79D296/11/ja"
"特開2022-178808","特願2021-085874","2021/05/21","2022/12/02","車両制御装置及び車両制御方法","マツダ株式会社","B60W50/08,B60W60/00,B60W50/14,B60W40/08,G08G1/16@F","(57)【要約】
【課題】安全な走行を確保しつつ運転者の運転能力の維<BR>持及び向上を図る。
【解決手段】車両制御装置１００は、運転者が有する複<BR>数の運転機能の何れかが失われたこと又は失われる兆候<BR>が検出された場合に、複数の運転機能の全てを車両１が<BR>代替して実行するように、車両１を制御する全機能代替<BR>処理と、運転者が有する複数の運転機能の何れかの運転<BR>性能が一時的に低下したことが検出された場合に、運転<BR>者に物理的な刺激を与えることにより、又は、当該運転<BR>性能の一時的低下を認識させる情報を運転者に提供する<BR>ことにより、当該運転性能の一時的低下を解消するよう<BR>に、車両１を制御する適正化処理と、運転者が有する複<BR>数の運転機能の何れかの運転性能が慢性的に低下してい<BR>ることが検出された場合に、当該運転性能の発揮を支援<BR>する情報を運転者に提供することにより、当該運転性能<BR>を維持又は向上させるように、車両１を制御する支援処<BR>理と、を実行する。
【選択図】図６
","特開2022-178808","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-178808/6C8CC73D74033AEB6862224FCE97D55264C2A913DBB8D7B45B66D42CAD5B007A/11/ja"
"特開2022-178807","特願2021-085873","2021/05/21","2022/12/02","車両制御装置及び車両制御方法","マツダ株式会社","B60W50/08,B60W60/00,B60W50/14,B60W40/08,G08G1/16@C","(57)【要約】
【課題】運転者の運転能力の維持及び向上を図る。
【解決手段】車両制御装置１００は、車両を運転するた<BR>めに運転者が備える複数の運転関連機能の各々について<BR>、運転者の運転操作に基づき当該運転者の能力を評価し<BR>、運転者の能力の評価結果に基づき、運転関連機能の各<BR>々について運転者の能力が所定の基準を下回っているか<BR>否か、及び、運転者の能力が今後向上しないか否かを判<BR>定する。車両制御装置１００は、運転関連機能の少なく<BR>とも一部について運転者の能力が所定の基準を下回って<BR>おり且つ今後向上しないと判定した場合に、当該能力を<BR>運転者が発揮しなくても運転を行えるように、当該運転<BR>関連機能を車両１に代行させる代行制御を実行し、運転<BR>関連機能の少なくとも一部について運転者の能力が所定<BR>の基準を下回っており且つ今後向上可能であると判定手<BR>段が判定した場合に、運転者による当該能力の発揮を車<BR>両に支援させる支援制御を実行する。
【選択図】図５
","特開2022-178807","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-178807/C0CD0EC549CC80ED6E161993A3C016393C9F81CAE147EBBB51CE0F2B1432C47D/11/ja"
"特開2022-178070","特願2021-084597","2021/05/19","2022/12/02","表示制御装置、表示制御方法、及び表示制御プログラム","トヨタ自動車株式会社","B60W50/14,B60W40/09","(57)【要約】
【課題】本発明は、運転指導に際し、エネルギー消費効<BR>率の悪い運転を運転者に把握させることを可能とするこ<BR>とを目的とする。
【解決手段】車両の車両状態に関する車両情報を取得す<BR>る取得部と、前記取得部が取得した前記車両情報に基づ<BR>いて、前記車両の所定の運転操作から予め定めた時間内<BR>に、前記車両のエネルギー消費効率が悪い状態での走行<BR>が行われたか否かを判定する判定部と、前記判定部が判<BR>定した単位時間あたりの前記所定の運転操作から予め定<BR>めた時間内における前記状態での走行回数を表示部に表<BR>示させる表示制御部と、を備える。
【選択図】図１
","特開2022-178070","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-178070/ED6E7D3FEA9E72468EA8C6FD91143E1374DF29F5F46DEB6F14B18A4B1C7B4E3E/11/ja"
"特開2022-176738","特願2021-083312","2021/05/17","2022/11/30","車両運転支援システム","ダイコク電機株式会社","G08G1/00@D,B60W40/09,B60W50/14,G16Y10/40,G16Y40/20","(57)【要約】
【課題】自車両の周囲を走行している他車両の状況に応<BR>じた適切な運転支援を行うことができる車両運転支援シ<BR>ステムを提供すること。
【解決手段】車両運転支援システム１は、車両２の運転<BR>者による運転操作を計測する運転操作センサ部２７と、<BR>運転操作センサ部２７による計測結果に基づいて運転者<BR>の運転技能を診断する診断部１０３と、自車両２ａの周<BR>囲を走行している他車両２ｂの運転者に係る診断結果情<BR>報を受信する車車間通信部２１と、他車両２ｂの運転者<BR>に係る診断結果情報に基づいて運転支援処理を実行する<BR>制御部２９と、を備えている。
【選択図】図１
","特開2022-176738","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-176738/324681AB2A6CD3DFD344EB1B95E3DFEC63B5A7E3A197AFF6F6D00A53D9C283B9/11/ja"
"特開2022-175943","特願2021-082730","2021/05/14","2022/11/25","情報提示装置","株式会社デンソー","G08G1/16@F,B60W50/14,B60W40/08,G09B19/16,G09B9/052,G09B19/00@H","(57)【要約】
【課題】運転能力に応じた適切な運転を促進する。
【解決手段】情報提示装置２は、脳トレ提供サーバ４か<BR>らサービス対象者の脳トレ結果を取得する。情報提示装<BR>置２は、ドライブレコーダ３からサービス対象者の運転<BR>診断結果を取得する。情報提示装置２は、認知能力判定<BR>サーバ５からサービス対象者の認知能力判定結果を取得<BR>する。情報提示装置２は、脳トレ結果と、運転診断結果<BR>と、認知能力判定結果とに基づいて、総合スコアを算出<BR>する。情報提示装置２は、総合スコアに基づいて、対象<BR>者の運転能力に関する運転能力情報を提示する。
【選択図】図１
","特開2022-175943","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-175943/6D24BE5DFD3AD45AFCD4ED36214AF20DF2BB2AA739BB60DBB811080CF5FF3D93/11/ja"
"特開2022-175359","特願2021-081693","2021/05/13","2022/11/25","車両用情報提供装置、情報提供方法、及び情報提供プログラム","株式会社デンソー","G06F3/01,510,B60W50/14,B60W40/02,G09F9/00,362","(57)【要約】
【課題】  ＶＰＡの対応として出力される報知情報を適<BR>切に報知し、たとえ運転中であってもＶＰＡの機能を安<BR>全に利用できるようにした車両用情報提供装置、車両用<BR>情報提供方法、及び車両用情報提供プログラムを提供す<BR>る。
【解決手段】  ＶＰＡ処理部１１ｆは、ＶＰＡを動作さ<BR>せて車両乗員に対する対応を生成し当該対応に基づく報<BR>知情報を出力する。状況判定部１１ｂは、車両の周辺状<BR>況又はドライバの状況を判定する。表示処理部１３又は<BR>音声処理部１４は、状況判定部１１ｂの判定結果に基づ<BR>いて、ＶＰＡ処理部１１ｆの対応による報知情報の態様<BR>を変更する。
【選択図】図３
","特開2022-175359","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-175359/28F72EA6C03048F77D19744E7B32D191891B5812439FBFB67E6456713A08E294/11/ja"
"特開2022-174558","特願2021-080437","2021/05/11","2022/11/24","車線逸脱防止装置","トヨタ自動車株式会社","G08G1/16@C,B60W30/10,B60W50/08,B60W40/02,B60W60/00","(57)【要約】      （修正有）
【課題】ドライバーが隣接する車線へ車線変更し、更に<BR>隣接する車線又は路側帯へ連続して車線変更しようとす<BR>る場合に、２度目の車線変更を円滑に行うことができる<BR>よう改良された車線逸脱防止装置を提供する。
【解決手段】車線逸脱防止装置において、車両が車線か<BR>ら逸脱する虞があると判定したときには（Ｓ２０）、車<BR>線逸脱予防制御（転舵輪の自動転舵及び／又は警報の発<BR>出）を実行する（Ｓ５０）。制御ユニットは、第一の白<BR>線を越えるドライバーの車線逸脱の意図がなしからあり<BR>へ変化したと判定したときには（Ｓ３０）、制御復帰条<BR>件が成立したと判定するまで車線逸脱予防制御の実行を<BR>取り止める（Ｓ４０、Ｓ７０）。制御ユニットは、制御<BR>復帰条件が成立したと判定しても（Ｓ７０）、車両がそ<BR>の走行先にある第二の白線に接近する速度Ｖyが基準値<BR>Ｖyc以上であると判定したときには（Ｓ１００）、車線<BR>逸脱予防制御の実行の取り止めを継続する。
【選択図】図２
","特開2022-174558","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-174558/869E34558AA946F20997122A14848EAF5315BEFF174D015642878438A023EB81/11/ja"
"特開2022-174435","特願2021-080225","2021/05/11","2022/11/24","車両の制御装置","トヨタ自動車株式会社","B60W50/12,B60W40/09,G06N3/08,G06N20/00,130,G08G1/00@D,G06N3/09","(57)【要約】
【課題】運転者の癖を反映させて運転操作を予測できる<BR>車両の制御装置を提供する。
【解決手段】制御装置１００は、記憶装置１２０と処理<BR>回路１１０とを備えている。記憶装置１２０には、過負<BR>荷操作が行われたか否かの情報と、過負荷操作に到る前<BR>の既定の長さの期間における運転操作情報の時系列デー<BR>タと、を含む訓練データを用いて、既定の長さの期間に<BR>おける運転操作情報の時系列データを含む入力データに<BR>基づいて過負荷操作が行われる確率を出力するニューラ<BR>ルネットワークを訓練した学習済みモデルのデータが記<BR>憶されている。処理回路１１０は、入力データを学習済<BR>みモデルに入力して過負荷操作が行われると予測したと<BR>きに、回避処理を実行する。また、処理回路１１０は、<BR>過負荷操作が行われるか否かの予測が外れた場合には、<BR>その際の入力データに基づいて新たな訓練データを作成<BR>し、新たな訓練データを用いて前記学習済みモデルを再<BR>学習する。
【選択図】図１
","特開2022-174435","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-174435/BC67DE3FBCEB5D251A4740B31C3A4A1CC62EAECCEBD55ABD29BCD2DA693932ED/11/ja"
"特開2022-174052","特願2022-127376","2022/08/09","2022/11/22","運転用情報処理装置および運転用情報処理プログラム","東海電子株式会社","G09B9/052,B60W40/08,B60W50/14,A61B3/113,G08G1/16@F,G06T7/00,660@A,G06V10/25,G06T7/00,650@Z","(57)【要約】
【課題】  車両の運転のための情報処理において車両の<BR>運転者の視線を従来より有効に活用することができる運<BR>転用情報処理装置および運転用情報処理プログラムを提<BR>供する。
【解決手段】  シミュレーション対象車が進行方向を変<BR>更する直前の特定の期間においてバックミラーの鏡面の<BR>範囲に対する注視が運転者によって実行されなかった場<BR>合（Ｓ１０１でＮＯ）に、バックミラーによる安全確認<BR>を行っていないことを注意する通知をシミュレーション<BR>において実行する（Ｓ１０２）ドライビングシミュレー<BR>ターは、視線検出部によって検出された運転者の視線が<BR>特定の範囲に対して閾値時間継続して存在することを、<BR>特定の範囲に対する注視として扱い、視線検出部によっ<BR>て検出された視線が特定の範囲に対して閾値時間以下の<BR>時間継続して存在することと、視線検出部によって検出<BR>された視線が特定の範囲に対して存在しないこととを、<BR>特定の範囲に対する注視として扱わない。
【選択図】  図３
","特開2022-174052","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-174052/AD98592CA4770436ED096FFC2500BDD279C7603265AF9DB41C5F92F334C0CE2A/11/ja"
